"('服务态度', '差')"

"('服务态度', '差')"
"('甜虾一般', '')"


"('服务态度', '差')"


"('喝', '不好')","('饮料', '不行')"
"('服务态度', '差')"

"('味道', '味道一般')"






"('素质', '低')","('服务态度', '一般')","('凉菜一般', '')","('味道', '咸')"
"('海鲜', '不行')"
"('服务态度', '差')"
"('服务态度', '差')","('菜品', '差')","('店长', '牛逼')"
"('东西', '难吃')"






"('海鲜一般', '')"


"('性价比', '低')"

"('感觉', '一般')","('海鲜', '多')","('服务一般', '')","('自助一般', '')"


"('海鲜', '一般')","('杯子', '脏')"






"('口感', '口感一般')"


"('味道', '差劲')"


"('服务态度', '服务态度一般')"
"('自助不错', '')","('态度', '态度一般')","('经理一般', '')","('态度一般', '')"

"('服务人员', '服务人员一般')"
"('海鲜', '少')","('自助餐', '少')","('大虾一般', '')"
"('环境', '一般')"


"('感觉', '一般')","('小吃一般', '')"
"('味道', '味道一般')"
"('食材', '不新鲜')"

"('种类', '不多')"

"('服务人员', '服务人员一般')"
"('品质', '差劲')"
"('服务一般', '')"


"('服务人员', '服务人员一般')"
"('服务态度', '差')"
"('东西', '难吃')"



"('服务一般', '')","('场子一般', '')"
"('海鲜', '不新鲜')"

"('蔬菜', '少')"
"('种类', '不多')"
"('服务态度', '差')"
"('鱿鱼不错', '')","('羊腿', '不行')"


"('味道一般', '')"
"('服务态度', '差')"
"('服务人员', '冷淡')"


"('硬件一般', '')"


"('东西', '不全')"
"('烤鸭', '挺好')","('鸭子', '不好吃')"






"('服务态度', '差')"




"('东西', '差劲')","('服务人员', '服务人员一般')","('态度', '差')","('味道', '味道一般')","('东西', '不新鲜')","('肚子', '不舒服')","('服务员', '忙')"


"('服务态度', '差')"

"('服务态度', '差')"

"('服务人员', '服务人员一般')","('服务态度', '恶心')"




"('服务态度', '一般')"

"('服务人员', '服务人员一般')"
"('服务态度', '服务态度一般')"
"('服务态度', '差')"
"('菜品', '差')"
"('服务态度', '差')","('态度', '差')"


"('服务人员', '服务人员一般')"

"('服务态度', '差')"



"('服务员', '恶心')"




"('海鲜', '不新鲜')","('味道', '味道一般')"
"('东西', '难吃')"
"('菜品', '不好吃')"
"('菜品', '不好')"


"('整体一般', '')"
"('店内人', '多')","('服务员', '忙')","('肉', '不新鲜')"
"('服务态度', '差')","('收银员一般', '')"



"('酱料', '少')"



"('菜品', '不好')"








"('服务态度', '服务态度一般')"


"('服务态度', '差')","('服务一般', '')"



"('味道', '一般')","('喝', '不好')","('奶茶', '不行')"



"('菜品', '一般')","('自助一般', '')"
"('种类', '不多')"
"('员工一般', '')"
"('服务态度', '差')"

"('空间小', '')"







"('海鲜', '不新鲜')"
"('服务态度', '差')"


"('服务态度', '差')"


"('种类', '不多')","('味道', '差劲')"
"('服务态度', '差')"


"('环境', '差')"
"('食材', '差劲')","('种类', '不多')"
"('服务态度', '差')"

"('东西', '难吃')"


"('海鲜', '不行')","('蘸料', '不好吃')","('麻酱', '不好吃')","('芝麻酱', '不好吃')","('配料', '不全')"
"('肉味道', '不好')","('味道', '差劲')"
"('种类', '不多')","('回头客少', '')"





"('菜品', '差')","('种类', '不多')","('菜品', '难吃')"
"('饮料一般', '')"





"('服务态度', '差')","('态度', '差')","('管理一般', '')"



"('海鲜', '不新鲜')"


"('味道', '咸')","('味道一般', '')","('麻酱', '没好')","('芝麻酱', '没好')","('味道一般', '')"


"('服务态度', '差')"

"('服务态度', '服务态度一般')","('服务', '挺好')"





"('海鲜', '少')"


"('种类', '不多')"
"('味道一般', '')"




"('服务态度', '差')"
"('服务态度', '不算差')"
"('羊肉一般', '')"
"('服务态度', '服务态度一般')"


"('环境', '差')"





"('东西', '不新鲜')"
"('味道', '一般')"


"('菜品不错', '')","('海鲜', '少')"




"('性价比', '低')","('海鲜', '少')"
"('海鲜', '少')"
"('生蚝一般', '')"
"('菜品种类', '多')","('味儿一般', '')"


"('服务态度', '差')","('肉类', '不新鲜')"
"('烤肉', '一般')"

"('菜品一般', '')","('海鲜', '不新鲜')"

"('服务人员', '服务人员一般')"
"('感觉', '不新鲜')","('海鲜', '不新鲜')","('环境', '一般')"



"('调料一般', '')","('环境', '环境一般')","('服务一般', '')"


"('态度', '不好')"




"('服务态度', '差')","('服务态度', '差')"







"('服务态度', '差')"

"('牛羊肉', '不好')","('羊肉', '不行')"

"('海鲜', '不新鲜')"



"('种类', '不多')"


"('种类', '不多')"
"('服务态度', '差')","('态度', '差')","('菜品', '差')","('花生一般', '')"
"('服务态度', '差')"


"('服务一般', '')"


"('环境', '差')"

"('服务态度', '差')"
"('服务态度', '差')","('服务员', '牛逼')"


"('整体一般', '')"


"('服务态度', '差')"

"('环境', '差')"

"('服务态度', '差')","('环境', '差')"

"('菜品种类', '少')","('种类', '不多')","('海鲜', '不太新鲜')"


"('菜品', '难吃')"
"('菜品一般', '')","('菜品', '难吃')","('菜品', '难吃')"


"('海鲜', '不新鲜')"
"('种类', '不多')"


"('服务态度', '差')"



"('服务态度', '差')"

"('服务态度', '服务态度一般')","('阿姨', '挺好')"





"('服务态度', '差')"
"('服务态度', '差')"




"('东西', '咸')","('菜品', '不好吃')"

"('气氛不错', '')"

"('味道', '差劲')","('服务态度', '差')"

"('服务态度', '差')"
"('服务态度', '差')"
"('态度', '蛮好')"
"('调料', '不好吃')","('服务态度', '差')"
"('果汁一般', '')"

"('味道', '咸')"
"('海鲜', '不干净')","('海鲜', '不行')"



"('海鲜', '少')","('菜品', '不好吃')","('鸡翅', '一般')","('烤鸡翅', '一般')"
"('东西', '不太好吃')"



"('品种', '不行')"



"('肉', '不新鲜')"
"('味道一般', '')","('味道', '差劲')"


"('味道', '一般')","('种类', '不多')","('水果种类', '少')","('种类', '不多')","('调料种类', '不多')"

"('菜品味道', '一般')","('味道', '一般')","('肉类', '不太新鲜')","('服务一般', '')","('用餐不舒适', '')"



"('海鲜', '不新鲜')"



"('环境', '差')"






"('酸酸', '甜甜')"





"('环境一般', '')"
"('蔬菜', '少')"
"('肉肉', '不好吃')"





"('菜品种类', '少')"



"('肉类', '少')"
"('东西', '不新鲜')"


"('水果', '不行')"
"('炒面一般', '')"

"('牛肉一般', '')","('牛肉', '欺骗')"



"('东西', '难吃')","('种类', '不多')","('海鲜', '不新鲜')","('东西', '慢')","('味道', '差劲')"


"('服务态度', '差')"
"('服务态度', '差')"

"('服务人员', '冷淡')"





"('菜品一般', '')"

"('服务人员', '冷淡')"
"('种类', '不多')","('种类', '不多')","('味道', '差劲')","('水果', '不新鲜')"
"('味道', '味道一般')"

"('菜', '难吃')","('烤肉一般', '')"






"('海鲜一般', '')","('东西', '难吃')","('东西', '不行')"

"('螃蟹一般', '')"
"('喝', '不好')"


"('烤肉一般', '')"






"('木耳一般', '')"






"('环境', '一般')","('海鲜', '少')"





"('环境', '一般')"




"('服务态度', '差')","('种类', '不多')"
"('服务一般', '')"

"('服务人员', '冷淡')"

"('态度', '不好')","('老板一般', '')"








"('菜品', '不好')"




"('种类', '不多')"



"('菜品种类', '少')","('种类', '不多')","('味道', '差劲')","('鱿鱼一般', '')","('菜品一般', '')","('服务不错', '')","('用餐', '不愉快')"


"('种类', '不多')","('食物', '不新鲜')","('服务态度', '差')","('调料', '少')"

"('东西', '难吃')"


"('味道', '不大')"



"('海鲜', '不新鲜')"
"('海鲜', '不新鲜')"



"('蔬菜', '少')"

"('种类', '不多')","('螃蟹一般', '')","('盘子一般', '')"



"('种类', '不多')"









"('环境', '差')"





"('感觉', '不行')","('服务态度', '差')","('态度', '差')"

"('食物', '不新鲜')","('螃蟹', '不新鲜')","('种类', '不多')"





"('太太', '慢')","('一家', '垃圾')"



"('烤肉', '不行')","('海鲜', '不新鲜')","('东西', '不全')"
"('菜品一般', '')","('服务态度', '差')","('态度', '恶劣')"





"('热菜一般', '')","('种类', '不多')"











"('经理一般', '')"
"('螃蟹', '不新鲜')","('东西', '难吃')"
"('餐桌一般', '')"


"('东西', '不新鲜')"





"('服务态度', '差')","('态度', '不好')"

"('服务态度', '差')","('店面', '店面不错')"

"('感觉', '一般')"

"('海鲜', '少')"





"('感觉', '不新鲜')","('海鲜', '不新鲜')"

"('海鲜', '少')"
"('味道', '差劲')"
"('服务态度', '差')"




"('环境', '差')","('服务态度', '差')"
"('酱料', '不好吃')","('菜品一般', '')"

"('种类', '不多')"




"('味道', '味道一般')"



"('服务态度', '差')"





"('服务态度', '差')"
"('烤肉一般', '')"
"('海鲜', '少')"


"('东西', '不太新鲜')"






"('种类', '不多')"

"('服务人员', '服务人员一般')"


"('服务态度', '差')"







"('服务态度', '差')"

"('海鲜', '不新鲜')"
"('种类', '不多')"


"('同事', '聚会')","('设施', '不行')","('硬件设施', '不行')"
"('种类', '不多')"


"('东西', '难吃')","('东西', '难吃')"
"('服务一般', '')","('服务一般', '')","('海鲜', '不新鲜')"
"('菜品', '不新鲜')"
"('服务态度', '差')"



"('服务态度', '一般')"
"('环境', '差')"



"('海鲜一般', '')"

"('东西', '不多')"
"('东西', '不多')"



"('服务态度', '差')","('态度', '不好')"
"('服务态度', '差')"

"('环境', '差')"

















"('螃蟹', '不新鲜')"









"('环境', '差')"




"('上菜', '慢')"





"('服务态度', '服务态度一般')"





"('海鲜', '少')"



"('服务态度', '差')"


"('通风', '不太好')"







"('海鲜', '不新鲜')"
"('东西', '难吃')","('菜品', '不及时')","('肉品', '一般')","('东西', '难吃')"
"('东西', '不新鲜')","('服务态度', '差')","('态度', '差')"

"('蛋糕一般', '')"

"('服务一般', '')"

"('海鲜一般', '')","('菜品', '一般')"






"('菜品', '不太好')"







"('种类', '不多')"
"('服务态度', '差')"
"('服务态度', '一般')"



"('东西', '不好吃')"






"('肉类', '不新鲜')"









"('地方', '好找')"

"('海鲜', '不新鲜')"







"('羊肉', '不行')","('蛋糕', '不行')"









"('味道', '差劲')"





"('地方', '远')"
"('海鲜一般', '')"

"('菜品', '不好吃')"


"('海鲜', '不新鲜')"


"('速度', '慢')"


"('环境', '环境一般')"




"('肉', '不新鲜')"


"('服务态度', '差')"
"('人手', '不足')"
"('味道', '味道一般')"

"('种类', '不多')"

"('服务态度', '一般')"
"('味道', '咸')"

"('味道', '一般')","('种类', '不多')"









"('东西', '不好吃')"



"('环境', '差')"

"('通风', '不好')"



"('菜品一般', '')","('寿司一般', '')"





"('味道', '差劲')"




"('味道', '一般')"


"('种类', '不多')","('羊肉', '不行')"





"('环境', '差劲')"

"('服务态度', '差')"




"('海鲜', '少')"
"('样式', '多')"



"('海鲜', '少')"
"('烤肉一般', '')"






"('味道', '差劲')"







"('上菜', '慢')"









"('口感', '差劲')","('口感', '不很好')","('披萨一般', '')","('口感', '差劲')"


"('菜品', '不太新鲜')","('自助一般', '')"






"('服务人员', '服务人员一般')"







"('服务态度', '差')"

"('服务态度', '差')"


"('东西', '难吃')","('味道', '差劲')"
"('味道', '味道一般')","('味道', '差劲')"

