ID,reviews,location,service,price,environment,dish
84,这是第n次到这家店，感觉肉越来越少了，肉的品质也变差了，又是豆腐汤又是煎豆腐，不能换点别的，给的三个小菜真叫小，没有主食，还得另外点，不会再来了，失望，，，，，，，，，，，，，，，，，，，，，，，，，，,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
88,辣鸡 难吃 别去 反正就是特别难吃  服务员素质特别差,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
93,再也不回去了，吃饭还得穿棉袄，太冷，到最后是冻得吃不下去了，最可恨的火还慢，半天烤不熟，估计明天得坏肚子了，肉都半生半熟的吃,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
96,味道可以 就是有点贵了 还凑合吧嗯,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
139,味道非常好，但是有点贵，环境也可以！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,Not Mentioned,Not Mentioned,Negative,Positive,Positive
156,脚还好，找停车位也不错，但是晚上来行，中午位置可能比较紧，大哥，还算可以接受，服务非常满意，,Not Mentioned,Positive,Not Mentioned,Negative,Not Mentioned
158,牛肉太贵，100多几块还糊了，饮料太甜,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
176,味道一流，牛肉的品质佳，就是价位太高。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
178,大酱汤，就一小碗汤，别家都是送的…鸡翅就两个！还有三色菜，就是平时送的小咸菜！原价肉，就几片。我也是醉了…这店这么搞下去一定会倒闭的。真的太伤心了，以前经常来吃，很喜欢它家，可是这次深深的感觉被骗了，再也不会来了！但是！洗车大哥很认真，很仔细，给大哥满分！,Not Mentioned,Positive,Not Mentioned,Not Mentioned,Negative
183,服务推荐太差了！不推荐大众点评。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
213,位于人民路和世纪节的交汇处，牛肉很好，就是小贵，但是好东西就是值这么多钱。。。三个人团购不够吃，又点了些，服务员上菜的速度很快，服务态度非常好，洗手间有专人打扫，还免费刷车，牛肉是非常的好吃，有机会还回去的，和家人小聚的好地方。,Not Mentioned,Positive,Negative,Not Mentioned,Positive
217,"联通无信号，店内wifi有限制，上不去。
牛排给烤糊了，换了一份。
大肠也给烤糊了，换了之后，没人给烤了，只能自己动手了。",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
295,价格偏贵，味道一般吧，性价比感觉不高！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
311,肉质跟图片完全不一样，味道也一般，肉质不是很嫩，不值这个价格，不知道是不是团购的缘故，整套餐品也就海鲜汤还不错，不会再去了。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
321,以前很喜欢去吃，今天服务员好像很忙不愿搭理，说好上南瓜粥到吃完也没上，问下说分完了无语被敷衍的感觉,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
327,量有点小、不够吃、味道还可以吧,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
366,菜好吃但是四人套餐只够两人的食量，想吃饱得多要200元的菜品，而且不打折，服务员态度一开始很热情，点完菜就搭理你了，洗手间的阿姨服务很赞，还有在他家吃饭点赞赠生蚝，服务员会拿着你的手机点赞，好评，差评,Not Mentioned,Positive,Negative,Not Mentioned,Positive
369,服务态度差，我就问了一下为什么包间不能用，服务员告诉我没有为什么？其次是服务员给我烤肉，烤一半走了，我的肉都糊了！而且拿肉的时候掉桌子上了，直接给我拿起来烤了！我都醉了，你家吃的东西掉地上还捡起来吃吗？我现在知道为什么他家好评那么多了！原来在他家店里写五星好评就送一个生蚝！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
398,一点都不好吃，以后不来了，讨厌,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
401,中午去的，人挺多的，团的两人餐，吃的不是太饱，环境挺好的，一进去挺有格调。菜量整体都有点少，特别大酱汤，不是特别好喝，量也很少，小菜还行，就是有点辣，蔬菜沙拉味道有点咸，麻酱放的不是特别多，但味道也不错吧，服务挺好的，都是服务员亲自给顾客烤。#牛五花#,Not Mentioned,Positive,Neutral,Positive,Negative
406,非常好，就是套餐的量太少了，还有豆腐有点问题，后来给换了,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
431,口味不错，服务员蛮热情……环境也可以，就是小贵，推荐团购,Not Mentioned,Positive,Negative,Positive,Positive
444,个人觉得菜的口味和装修风格都还好，只不过服务态度不怎么样,Not Mentioned,Negative,Not Mentioned,Positive,Neutral
450,环境很好服务也不错肉的品质一般其它食材没有问题是乎觉得团购没有自己点的肉好它不大众点评贵还好让我点评啦给了个布丁,Not Mentioned,Positive,Negative,Positive,Neutral
465,牛肉好吃，配菜也不错，人均有点高，但是为了美食还是值得,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
483,老顾客了 这次对服务不太满意 应该是新来的 大圆脸 挺胖呼 ,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
484,肉还可以，服务生烤的不行，有蚊子而且很多，服务简直垃圾，以前去过环境服务都很好，现在不知道是换人了还是怎么了，服务员爱答不理的，烤盘边上粘着上桌留下的食物残渣，让换了服务员说不影响，烤肉在中间烤，总之这种服务简直差极了，吃饭的地方有的是，你们要继续这么干，呵呵可快了！,Not Mentioned,Negative,Not Mentioned,Negative,Neutral
488,烤肉味道挺好，服务态度很好，价格相对高了点。,Not Mentioned,Positive,Negative,Not Mentioned,Positive
494,老客户了。经常去吃饭。就是车位紧张啊,Not Mentioned,Negative,Not Mentioned,Negative,Not Mentioned
504,人太多了 服务跟不上 伤心伤心,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
539,服务超赞，卫生间内有工作人员开水龙头、递洗手液和毛巾。服务员主动询问是否帮顾客烤肉，巡回收盘及时。环境尚可，有点窄挤，通风换气需要改善。菜品超喜欢，肉质细腻，盘子很特殊，像黑色石灰岩的，感觉与肉类搭配很显肉感。大众点评后还赠送芒果布丁。门口停车后还可以给洗车。我还会去的。,Not Mentioned,Positive,Neutral,Negative,Positive
600,味道不是很好，性价比超低，再也不去了！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
601,我特别不爱评价，但我必须带你们感受一下这个唬人的分量，我承认价格不高但是这个也太唬人了三片五花肉，一碗大酱汤真的是好小一碗，我觉得还是把价格抬高一点，至少东西不唬人吧【追评：经理看到评价就过来询问了问题，也对我们解释了五花肉是按克数来的，肉的确很厚实，又赠送了一碗大酱汤，经理姐姐用服务弥补了一开始的不开心??】,Not Mentioned,Positive,Neutral,Not Mentioned,Negative
602,不能够接受任何地方了，一下自己买的东西也可以不了什么钱呀……不,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
604,两个人吃148的根本吃不饱  真的太少了 全桌都是豆腐 右边桌边有四盘肉 平均每盘不超过十片 有一盘就三片肉  右下角一盘豆腐  左下角豆腐汤 而且味道很一般 然后一盘沙拉青菜  不会去第二次。,Not Mentioned,Not Mentioned,Neutral,Not Mentioned,Negative
605,店员烤肉太快了 来不及吃就凉了 油烟味儿大,Not Mentioned,Positive,Not Mentioned,Negative,Not Mentioned
607,价格贵 肉品质还行 服务员态度很好 期待更超值的产品,Not Mentioned,Positive,Negative,Not Mentioned,Positive
611,绝壁不会再去第二次的店！！！1.排队相当不专业，手写排号码，马上排到了，中途来个人，就说早来了，喊号把她略过了，一顿五马长枪，主管也说对，早就来了，结果领进去了。难道她手里拿的在我后面的号是摆设？？2.八点半左右到店。开始等位，九点二十左右听见有人打电话咨询，告知9.40以后点不了餐，那你说我都快等一个小时了在这，我是继续等还是不等？3.九点半以后终于上桌了，怕过点点不了东西，一顿点。上菜上肉了，筷子不拿，拿的碳比人家烤完的还少，你们是认真的？4.筷子还没拿上来，给我们个单子，说吧台要下班了。哦呵呵5.刚要吃饭，那边人员都下班了，剩我们自己在这烤，过一会，灯也关了一面。好像不止我们一桌在吃饭吧？？ 6.吃的啥味没有，烤烤一顿着火，着急火燎吃完赶紧撤吧。还有什么可留恋！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
612,日式烤肉汁吃完了还没有上，进屋连个接待的没有，198套餐2个人都没吃饱，肉就几块一盘，环境差，生菜也没洗干净，下面小菜就是图片，我想问是别人吃剩的吗？这样店还上美团，大家千万别上当，官方应该考察一下,Not Mentioned,Negative,Negative,Negative,Negative
627,"室内简直太冷了，吃完烤肉还冷，
【环境】冻死人啊",Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
631,太难吃了真的很难吃 那个肉简直无话比喻的难吃,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
632,特别好吃，就是价位贵了一点，但真的是贵有贵的道理,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
634,服务好，尤其看我们桌那个胖乎乎的丫头，开始先点了个团购券197那个，没够吃又加了黄花鱼，金针蘑和鸡翅，另外我们喝了十瓶酒。一共花368。他家属于烤肉中的比较贵的店，就是晚上九点半我们酒没喝完就催买单了不开心，还有就是他家量真心太少了。味道还是不错的。,Not Mentioned,Neutral,Negative,Not Mentioned,Neutral
635,味道还是挺好的，但是不如197的团购味道好吃，服务态度特别好，服务员小哥哥全场帮忙烤的，特别棒,Not Mentioned,Positive,Negative,Not Mentioned,Positive
636,虽然服务很好 但是不怎么好吃 建议别去,Not Mentioned,Positive,Not Mentioned,Not Mentioned,Negative
639,两碟小菜只有一口，酱料也很少，生菜就几片还牙碜，蒜片也少到可怜。冷面没有一点味道，从来没吃过这么难吃的，后来又加醋又加酱又叫盐。为什么没有泡菜和辣白菜饼呢？其他还可以,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
642,我只想说压根就把菜减一半的量了，美团怎么来的好评呢？孩子都没有不辣的蘸料，服务员竟然说那个辣的蘸料不辣，我想说你嘴是有问题吗？辣不辣吃不出来吗？而且菜盘都是叠起来端上来的，一个菜压一个菜，我想说那下边菜怎么吃，大连的烤肉就这水准，次到家了。一锤子买卖。差差差差差差差差差差差差差差差差差差差差，极差，四个大人压根都吃不饱，够两个人吃的。没拍照已经很给面子了。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
643,还行吧，菜量少，味道还可以，服务也还行,Not Mentioned,Positive,Not Mentioned,Not Mentioned,Negative
645,卫生极差  看着就没有食欲  不知道为什么那么火,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
650,量太少，还不太好吃，没有牛肉的味道,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
654,味道和之前差太多了，团购的肉太难吃了。,Not Mentioned,Not Mentioned,Neutral,Not Mentioned,Negative
663,菜品味道不错，价格稍微偏贵，服务好。,Not Mentioned,Positive,Negative,Not Mentioned,Positive
667,口感不错，价格稍贵，人均100还有人说没吃饱,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
668,搭配的太少，没有主食，没吃饱呀，我忍了,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
694,菜不好吃，价格有点贵，口味太差。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
697,"太好了、就是吧……我喜欢自己烤。我不喜欢吃饭的时候旁边站个人一直帮忙…虽然好意、但是吧建议问问客人需要自己烤吗？因为有时候确实影响跟客户沟通…因为吃饭几个人说好…旁边站人好多话不方便提
",Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
720,来大连旅游 食物的性价比是很低很低的推荐推荐！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
748,挺好吃的，就是量太少了，我们三个女生都不够吃，服务还不错，但是我们的海鲜锅都没给我们上，问了以后服务员说只是两小碗的汤，但是也没上啊,Not Mentioned,Neutral,Not Mentioned,Not Mentioned,Negative
758,口味不错，肉很嫩，可惜排风坏了，考好了上来，像小菜一样,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
769,菜品不错，服务还有待提高，肉都烤糊了，声都不支,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
781,服务不错，牛肉味道不错，要了个鳗鱼饭和小牛饭，不是一般的差，特别是小牛饭，没什么味道，也没几块牛肉。2杯饮料，味道一般并且上的很慢，,Not Mentioned,Neutral,Not Mentioned,Not Mentioned,Negative
788,晚点去的，服务员给烤好上的……请四个朋友又单点一百多，怎么感觉不够吃……,Not Mentioned,Neutral,Neutral,Not Mentioned,Negative
792,味道不错，地方不好停车，但是离单位近,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
803,服务提升了，菜品没有原来好吃，尤其是肉少了,Not Mentioned,Neutral,Not Mentioned,Not Mentioned,Negative
807,十分高大上，就是太贵了，小朋友表示消费不起,Not Mentioned,Not Mentioned,Negative,Positive,Not Mentioned
860,服务很好，就是菜量有点少，两个人都吃完了,Not Mentioned,Positive,Not Mentioned,Not Mentioned,Negative
869,服务意识太差，催都不好使，差评,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
881,非常非常好吃！肉很香，推荐！就是地方不太好找！,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Positive
901,服务 挺好 有点 小贵      肉还可以,Not Mentioned,Positive,Negative,Not Mentioned,Positive
916,六点半到，拍了半小时队，就餐环境优雅舒适，口味有不错，停车费劲。,Not Mentioned,Negative,Not Mentioned,Positive,Positive
920,团餐中午去的，我们一家三口，孩子小，就团的197元2到3人餐！味道不错，就是量太少了，都没怎么够吃，感觉价格小贵！服务态度不错不，就是服务员就三个，有点少！门口的停车位也很少，不是说免费洗车的吗？也没发现有这个服务，叫服务员都很忙，懒的问了,Not Mentioned,Negative,Negative,Not Mentioned,Neutral
943,一直都很喜欢，很久没来，周末来了排了好久的队，不过一切都很赞所以值了！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
944,周末中午过来的，人很多，等了一会儿才有位置，服务态度好,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
959,量不大，价钱贵，要是不团根本不行，上次是两个人吃的，剩了点，这次五个人，又点了两盘肉一个石锅蚬子个一凉菜，一箱啤酒酒格外花了310。今天才发现勇闯天涯竟然8元一瓶，幸好酒凉的没法喝，喝的少。又想骂，发微信都正常，一请假提交就网络问题提不上，反复提交不成，老是发布失败，马上给朋友发图片都没问题，一回来就不行，美团现在太可恨！又试下，发小视频都能发，就是在美团提交不上，*********！,Not Mentioned,Negative,Negative,Not Mentioned,Negative
975,味道不错的，服务态度一次不如一次,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
976,味道不错，如果晚上去的晚了还是需要等位的。价格有点小贵哦！,Not Mentioned,Neutral,Negative,Not Mentioned,Positive
992,什么都挺好的，，，就是价位有点高，，一般上班族接受不了,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
995,高峰期需要排队等候店铺稍微有点挤。等位的地方不大。但是菜品很不错。盐烤大虾的味道是一级棒。肉品也很不错。很喜欢。会二次选择。店内服务很热情。还有服务员帮忙剔骨。或者不会烤的他们会帮忙。总体是不错。属于上品,Not Mentioned,Positive,Not Mentioned,Negative,Positive
1000,牛肉都很好吃就是服务员一个女的态度不好,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1002,味道还可以，但是感觉团购套餐的量很少，鸡翅就两个翅中，汤两小碗。两个男的吃又加了盘肉才勉强吃饱···刷车也是说暂时不能刷，要刷的话也得下次去他家吃饭才能刷，而且不是到刷车厂就是拿个设备在门口给刷一下···团购的这个就是他家的套餐，进去直接买不团也就差个几块钱。总之再去的小伙伴们还是买代金券单点吧。,Not Mentioned,Not Mentioned,Neutral,Not Mentioned,Negative
1011,就是有一点小贵，不过环境还是不错的。,Not Mentioned,Not Mentioned,Negative,Positive,Not Mentioned
1027,性价比不高  两个人要团购两张券 还要额外点,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
1044,肉是很好吃，团购很合适，单点太贵了，但是套餐里的其他东西就一般,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
1085,环境不错，服务态度很好，价格偏高,Not Mentioned,Positive,Negative,Positive,Not Mentioned
1086,量很少，而且团购的感觉牛肉也没想象中的好吃。不咋样，,Not Mentioned,Not Mentioned,Neutral,Not Mentioned,Negative
1114,服务员态度超赞，上错了菜吃一半拿下去了，就是价格偏高,Not Mentioned,Positive,Negative,Not Mentioned,Not Mentioned
1115,味道不错 很好吃 就是有点贵 嘿嘿,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1125,东西口感还好，就是有点少，套餐里有五盘肉，片都挺薄的，那个多春鱼少的可怜，小贵啊，我们四个人都不够吃，后期有点了很多。除了套餐外又花了180多，我们是两男生俩女生，我都没怎么吃，赠的南瓜粥很好喝。环境很好，古色古香的感觉,Not Mentioned,Not Mentioned,Negative,Positive,Negative
1127,非常不错肉的口感和味道，服务态度绝了#雪龙高级肉块# #LA调味牛排# #去骨牛小排# #一头牛汤#,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1130,味道没什么特别的，比较普通，说好的擦车业务也没有，服务员每一个业务都不熟练，量不够多，又点了主食。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
1135,感觉抽条了！味道还可以，虾太小,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
1137,肉的口感很好，沙拉也不错，但是服务跟同类型的烤肉店相比差很多，服务员不会帮忙烤，肋骨也不会给剃骨，点了瓶雪碧，表达的很清楚，要普通的听装雪碧，不要青柠雪碧，服务员用杯子上了杯雪碧，说是把听装的倒杯里了，没多想还跟着说了谢谢，结果买单的时候按青柠雪碧结的，还强词夺理说没有听装雪碧，不差这几块钱，但是这种欺骗的行为太过分了，不会再来了，也不会推荐朋友来,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1147,肉是好肉，价位偏贵，量也稍少，部门聚餐吃过几次，汤也好喝,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
1151,服务生特别横，我欠你钱？,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1161,去的比较晚，快2点才到，没有点团购，点了四分饭，两个汤，一份打糕，四个人没有吃完，服务员也没有提醒我们汤是配饭的，所以感觉浪费了很多米饭，服务的小哥哥全程黑脸。。。。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1168,刚吃完出来，无语  还是不要团了，环境  味道都不行，那个量惊到我了，难以置信的少，感觉在扔钱,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative
1171,味道差，服务员的态度也很差。爱答不理的,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
1176,味道非常不错，就是服务不太好，服务员不是很热情！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1178,点了菜没三十秒 想换美团套餐 不给换 就不换吧 女服务员态度很不好。桌上的大麦茶是上一桌剩下的 我说换一下 女服务员还很不高兴  我赶快说我想喝热的 这才不情愿的换了一壶 服务太差了 越是旅游景点服务越要提高 要不影响全国人民对大连人的看法 影响太大了,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1179,网上评价都是假的，服务员态度散漫，上菜慢，擦手巾吃完了才上来，牛肉都烤焦了，环境太老旧，可能老店更不注重品质了吧,Not Mentioned,Negative,Not Mentioned,Negative,Negative
1182,牛肉很好吃，晚上去的，需要等位置，有点填鸭式烤肉的意思，服务生全给烤了，服务生也忙不过来，虾烤糊了，屋里很热，套餐有些不值，没几块肉，也不够吃的，孩子一个人都能吃一多半肉，肉质是没得说，有些贵。,Not Mentioned,Neutral,Negative,Not Mentioned,Neutral
1190,不好吃，肉都是烤完拿过来的，还带血丝,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
1196,不愧是人民路上评价比较高的日韩烤肉，套餐四个人又加了点，套餐还是很合适，但是之前来过，要的包间，不能用团购真的很遗憾,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
1215,在大连安排最后午餐 因为肉质不错 所以不能烤的太过 才能吃到好味道 金枪鱼沙拉很棒 搭配烤肉正好清爽一下 非常不错的一餐 就是价位不是很亲民,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1223,口味还可以，但是真的太贵了！几片肉就敢要127！！！！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1228,团购也太少了，骗人，就他么2片肉你逗比啊？原价就买2片肉？真***骗人，破玩意，大家别上当了,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
