ID,reviews,location,service,price,environment,dish
52,服务态度很差，问什么东西都代理不搭的，还不如我们在地铁上问个路，还有三四个人给讲解支招呢！真给东北人抹黑！没有什么特色不说，三文鱼刺身也没有，螃蟹小的可怜，炒海鲜都是凉的，不入味，没了也没人补,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
57,他家现在不走心了，好多东西都不新鲜，海鲜区一股臭蚬子味，连水果沙拉都是坏的，反正就是不新鲜，没有以前好,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative
61,肉一半  螃蟹太小而且肉少  海参片非常差,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
63,越来越差了，菜品不新鲜，路过烤肉区一股味。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative
65,海鲜不新鲜 味道不好吃 肉也不好吃,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
70,外地人旅游 听当地人推荐 带家人前往品尝，除了品种齐全 服务人员比较周到外 菜品质量口感都很难接受  带壳海鲜没有处理干净 比较脏 但见当地人都吃的大快朵颐 可能我们无法接受这么原生态 ？涮锅肉品新鲜薄片，绿色蔬菜比较多,Not Mentioned,Positive,Not Mentioned,Negative,Negative
71,不咋地，来大连五天吃了三顿自助餐，百元内最好的是嘉力德，然后是和谐号，他家打狼。。。只比嘉力德便宜四块钱，没想到差距这么大，海鲜冰虾质量一般，蛋挞和披萨还不错，最主要服务态度差，差评差评，烤肉内大叔，就跟我欠他钱是的，他烤的那堆肉长得都不一样，我又不是烤肉的，问问他都是什么，他还不耐烦了，我就想问这大叔，咋滴，你***在家跟媳妇儿生气了是怎么滴，跑着来对顾客撒气来了？我欠你钱么，自己是干啥的自己不知道么，整那个逼出，还有服务生，也不问问要什么锅底直接俩清汤就给摆上了，门口收银员，服务态度也不咋地，露个大花臂，拉个大驴脸，我真服了，吃的种类看起来不少，实时上吃的时候你会发现没啥吃着抗口儿的，嘉力德服务态度你们学学，我不是托，没必要，纯是消费者的角度，好信儿的大家两个地方对比一下，一个地下一个四楼，差几块钱，吃的东西和服务态度，尤其服务态度，天差地别，再好吃的东西这态度都吃不下去了，对了，还有，一盘子里最多的.四片肉，我拿了四盘，管肉一块的大叔直勾勾的看着我手里的肉，你是馋了，还是看我拿走你心疼了，老板都不带你这表情的，你***也忒护食儿了，总之，在来大连永远不来这家破店了,Not Mentioned,Negative,Negative,Not Mentioned,Neutral
75,品种挺多的，饮料是真难喝，烤肉太咸了，,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
76,食材不新鲜。昨天晚上吃的 到现在胃疼的不行。我没有胃病。一直拉肚子。胃从来没这么疼过。以后再也不去了。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative
87,还不错 海鲜越来越小，蛋糕好吃，其它还那个样。,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
93,看美团评价不错去的，11点就到了。海鲜不多，全是死的，螃蟹虾很小，肉类菜品还可以，下次不会去。,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
95,"首先这是我吃过最差的一次自助了。没有最差，只有更差。
菜品差，七点多进店的，能吃的海鲜几乎不剩啥了，海螺没有，螃蟹没有，只剩碎的腿了，北极虾根本不是北极虾，还有烂的，坏的，而且蜗牛和蚬子很脏，没洗干净，也很空，一点都不肥。最后连凉拌蚬子都没有了。
水果到最后只剩西瓜和哈密瓜，罐头只有可怜的几个杏子。
冰激凌也没有了，饮料只有可乐可以打。
饮料只有类似于锐澳的东西，只剩两个口味。
越吃越来气，而且服务员态度很差，我们隔壁桌的两个小姑娘让他们收拾下垃圾，还很强硬的问收啥，而且她们不小心把东西打翻了，阿姨也不愿意来收拾，只是象征性的拖了一下地就走了，我去取菜的时候差点滑倒。
吃到最后是有啥吃啥了，越吃越气，而且还死贵，这是最后一次来，绝对不会再来。",Not Mentioned,Negative,Negative,Negative,Negative
98,可能是夏季旅游客多了，海鲜格外难吃，都是死的，螃蟹黑的，海肚脐打不开，扇贝小黑乎乎，菜的味道也不如以前好，酸梅汁猴咸，芒果汁猴甜，小蛋糕还可以，晚上回家拉肚子，再也不吃了。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative
100,种类很多，味道还行吧，第一次吃，价位在这了，螃蟹和海螺不太新鲜，有臭的。饮料种类也多。可以我最爱的生蚝没有。。。。,Not Mentioned,Not Mentioned,Neutral,Negative,Neutral
103,口味一般，菜品挺多，想吃的没有几个，感觉坐满人的时候点拥挤，服务还是可以的,Not Mentioned,Positive,Not Mentioned,Negative,Neutral
112,吃完晚上全家集体拉肚子，我也是无语了，以后再也不会去了！！！,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
113,提前半个小时到，已经有两个人在等。排队反应慢，后进去了。????扇贝特别好吃，虾滑墙裂推荐，海参滑也好吃。螃蟹有点小，而且需要煮很久，算了算了。不如煮一锅贝类，时间段还嫩一点。门口椰子不错，可惜我找不到方法敲开它吃椰肉，蓝瘦。走之前可能再吃一次。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
130,挺不错的，一直去，但是这次去对收款不满意，收款的可能是里面的领班服务员，收款太慢了，不会电脑我想说收款都哪去了,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
133,没啥吃的！螃蟹小的可怜，全是死的，有的海鲜都臭了！,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative
152,两次吃出来两根头发。。。。一个在肉里夹着一个在蛋糕上飘着。。。其他都还好。。。。。。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
156,排队时间太久了 不过还是比较划算的,Not Mentioned,Negative,Positive,Not Mentioned,Not Mentioned
158,味道很好，就是当天点很低，被人弄了一身的饮料,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
194,等好久才到，人真的好多，味道确实不错,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
196,人很多很吵，品种齐全，但海鲜***较多。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
207,还行，吃过很多次，东西再多点就好了,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
208,环境服务有待加强，在就是调饮料时认真点本来就是各种精往一起调在不调开一喝就是自来水闻。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
234,种类挺多，感觉很粗糙，贝类没有洗干净，很多泥沙，螃蟹一人只能取一只，很小，不过这个价格也就这样吧,Not Mentioned,Not Mentioned,Neutral,Negative,Negative
236,想吃火锅的时候去的 感觉不错 排队人好多哦 但是东西补得很快 每桌没个人还有鲍鱼 我觉得太残忍没有吃。冰淇淋还可以自己制作 甜点稍微上的有点慢 环境很吵杂 有的服务员还在吵架 我也是无语了 希望以后越来越好#奶油冰淇淋# #好多好多海鲜#,Not Mentioned,Neutral,Not Mentioned,Negative,Not Mentioned
246,好吃，就是地方有点拥挤，海鲜挺新鲜的。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
248,服务态度不怎么好，叫服务员加汤都不爱来，菜样子也多，都很新鲜，很好吃,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
253,还可以，挺好的。去了好几次。就是不便宜,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
256,第一次去大连。感觉还是非常不错的。因为人特别多。排了很长时间的对。但是既然人多那么东西肯定是新鲜的啦，口号很好的。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
257,第一次去大连。感觉还是非常不错的。因为人特别多。排了很长时间的对。但是既然人多那么东西肯定是新鲜的啦，口号很好的。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
264,很久没有来了，还是和以前一样人多！他家分大锅和小锅但是人太多了，根本就排不上大锅，能有位置就不错了！很久没来感觉他家加了好多东西，比如门口的冰激凌机，还有巧克力瀑布不光是水果还有饼干，而且巧克力还是草莓味的！不错！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
276,去过几次，还不错。饭点儿去得等位，人太多！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
279,一直很喜欢他家里面的菜品，种类很多很全，每次去门口都排很长的队！幸亏这次是平时去的，要是周末人更多！但是有一点不理解的是，蛋挞都是放在热的地方保温加热的！他家蛋挞是放在和蛋糕一起的冰柜里！那个蛋挞呀没法吃了！！除了这点其他很满意！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
296,吃了很多次，东西还是很好吃  。就是人太多了，需要排队        都不知道说什么好      总之真的很好,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
305,肉质大不如以前，感觉都是碎肉拼成的一盘肉，不知道其他分店是不是也这样了。忽然对鼎香缘失去信心了。希望能改正吧,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
318,哪有那么难吃的火锅这辈子都不想去了。。,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
336,中规中矩，人太多，乱哄哄的，自助都这样。朋友强要求来，本人不喜欢自助。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Neutral
340,原来过好多次啦，非常不错，就是鲍鱼换成了螃蟹，螃蟹太小了,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
345,一般般  鸡捶好吃  其他的都没有印象 反正想吃海鲜自助去的  可是海鲜有的不是很新鲜 蚬子之类的  有沙子  还有臭了的 后来让服务员给换了 锅底  总体觉得  去一次就不想再去了 大家可以试试  每个人的口味不同,Not Mentioned,Neutral,Not Mentioned,Negative,Neutral
361,人很多，就是服务有点欠缺，有可能人太多的原因，都不很情愿,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
367,环境可以，就是东西太少，希望能有增加,Not Mentioned,Not Mentioned,Not Mentioned,Positive,Negative
371,品种很多，但是海鲜不是很新鲜，环境还是不错的，,Not Mentioned,Not Mentioned,Not Mentioned,Positive,Negative
377,服务员态度不好，别的都很好。很好很好很好,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
385,菜系很不错的 前台服务人员态度比较差 美团也是顾客好吗！？一副饭店老板娘的架势，不爱上班可以休息吗！跟前台索要发票更是夸张让我下个月1号在过去餐厅索取，称美团他们要一个月才收到钱，拜托，无论团购和现金跟消费没有关系好么，最后说让我有异议找经理，经理勉强给了发票我，前台对美团顾客轻蔑的态度让人心寒,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
390,东西没有以前好了，人很多，一到海鲜区还能闻到海鲜有臭的味道，凭票领的螃蟹就没有比这个再大的了，而且还是死的,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative
391,环境还不错，菜品很齐全，就是排队排了好久。,Not Mentioned,Negative,Not Mentioned,Positive,Not Mentioned
392,佳兆业B1层 菜品种类倒是不少 肉质一般 蚬子类的也一般 吐的不是很干净 吃的时候有沙子 青菜种类还是很多 还有熟菜 蛋糕 口味一般,Positive,Not Mentioned,Not Mentioned,Negative,Neutral
393,元旦，用餐高峰，排了一个多小时，不过味道很好,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
398,东西不错，跟朋友一起来的，人超多，等了很久。不过东西很好，还是挺值的。,Not Mentioned,Negative,Positive,Not Mentioned,Not Mentioned
411,还不错，吃了很多虾滑，蛋糕品种口感好的，没有了就不上了，沟通很多次才上1，2块，这个希望下次去能有改进……,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
420,菜品总不更新，去多少次都是那些玩意，而且还洗不干净，海鲜更脏的要命,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative
427,口味一般吧，人很多，排队时间长。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
431,吃到一半 服务员就挨桌告诉马上要撤菜品了  头一次遇见这样的,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
457,和锦辉店真心没法比。连烤肉也没有。纯涮锅。。。,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
488,地理位置不错，就在广场负一楼，算是物美价廉吧，，，尤其是海鲜比较多样，肉类也多，，就是水果品种太少，希望多准备点水果的品种。蔬菜种类也蛮多的另外就是人比较多，我们国庆去的，排队排了一个多小时，不过总体还满意。,Positive,Negative,Positive,Not Mentioned,Not Mentioned
504,吃过很多次了，味道不错。海鲜还挺新鲜的，但是贝类沙太多了,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
524,海鲜不怎么新鲜，也不知道哪个臭啦，导致整个锅都臭啦，找来服务员，很快给换锅，虾滑还是很不错的，虾也很多，鲍鱼限量，还不新鲜，拿起来一闻臭哄哄，那个大姨还强调是刚来的，不可能臭，后来让她闻闻，然后也给换啦！,Not Mentioned,Positive,Not Mentioned,Negative,Neutral
531,排队时间非常长而且螃蟹限量一人一只,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
543,经常去 东西不错 就是螃蟹不是很新鲜,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
552,差，不好吃！第一次来大连，就奔着海鲜来的，搜了全市的海鲜自助，没想到最后挑选到这家，太后悔了。菜品超级少，海鲜就只有贝类。一些螺，虾也特别小，没有螃蟹，没有虾爬。扇贝什么的还都是已经扣下了肉，都不新鲜了，再就是牛羊肉，拜托，不但不新鲜而且都是碎肉后压成片的，再说赠送的鲍鱼，本身也不抱有什么幻想了。咋那么腥啊。肉和壳是分开的。死了好久吧。再说热菜，就那么五六样。还不好吃。反正60多是肯定不值的了。劝大家还是不要了。真的。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
556,节假日人很多很多，团购价便宜，环境吵闹,Not Mentioned,Not Mentioned,Positive,Negative,Not Mentioned
574,菜洗不干净，海鲜更埋汰，服务还可以，,Not Mentioned,Positive,Not Mentioned,Negative,Not Mentioned
575,口味不错，很好吃，就是太贵了。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
588,双11去的，佳兆业店，只能吃到8点，而且服务员的态度也相当不好！！说话也不能好好说，好像随时要吵吵一样！还有中间试衣间进去个疯子，服务员都在围观没人解决，非得 半个点后警察来解决，总得来说这次团购非常不满意，下次不会去了。,Not Mentioned,Negative,Neutral,Negative,Not Mentioned
592,经常来，一个月两次吧，特别好，海鲜也不少。不是活虾，海螺不建议吃，因为很多死的不新鲜，味道很重，影响了汤锅的底，其他也就是贝壳类，总之沙子很多。鳕鱼滑和虾滑味道还成，可以多吃点。羊肉和牛肉味道还可以，肯定和专业火锅店的肉类相比。价位和品质也算相当。,Not Mentioned,Not Mentioned,Neutral,Negative,Neutral
604,这个点面积小了点，菜品比其他的店少，服务可以。,Not Mentioned,Positive,Not Mentioned,Negative,Negative
623,去了无数次，这是最满意的一家了，味道不错，东西种类齐全，十分的好吃自助火锅底料也是好的没有话说回来的时候总是去，口味是我喜欢的东东西西里岛就是人太多进去的时候还要排队很是麻烦下楼取餐的人都强哥哥的吗丁啉,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
635,每次想吃火锅都会想到鼎香园 菜品种类挺多 就是俩个人的桌子太小了 放不下多少菜,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
650,老公一直觉得这家还不错，我觉得人太多了，有点吵，其他还好了,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
655,总体不错，味道也行，该有的都有了，我来说说服务吧，刚开始进去的时候，一个女指引员领我们去的位置有点闷，我们就提出换到通风一点的地方，明显觉得她脸拉了下来，我们自己走在前头找了一个位置，紧跟着就换成一个男的服务员接待我们了，入座后我问他都有什么锅底，他说只有清汤，我问没有辣的么，他说没有。结果不一会旁边桌来了两个美女，我见那个男服务员主动问人家要清汤还是麻辣，就冲这一点，我觉得这个服务员真差劲，表里不一，真是给鼎香缘抹黑，下次去肯定不会再坐那个位置，真是醉了！！！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
656,一直都是他家不过为啥要涨价为啥,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
675,本来不想评论的，作为鼎香园老顾客，几乎每个月都来一次，相比较自助来说的话还可以，但是7月22日晚餐东西有问题，我看到评论有跟我一样的，我自己早上五点闹肚子，到早上八点多已经拉脱水了，动都动不了，测了一下烧到39度，我对象现在还躺在床上，一直闹肚子，肚子一直疼，上午去了诊所，一会还这样得去医院了，真没想道在鼎香园会发生这种事，没个说法以后真的看到这个牌子我都怕，闹个肚子到没啥，都给人拉脱水了，有点说不过去了吧？我想7月22吃晚餐的跟我一样情况的不少吧？,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
687,环境不错，但是前台服务真的是很差，去消费跟黑社会似的，但是东西很新鲜，好吃！ #羊肉片# #饺子# #奶茶# #烤香肠#,Not Mentioned,Negative,Not Mentioned,Positive,Positive
688,没想到这里的海鲜比我们内地的海鲜差很多，一点不新鲜，感觉东西多，但又觉得没什么吃的，水果居然吃到一条虫，好恶心，差差差！,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative
689,不新鲜，死的，海蛎子我煮了半个点没开嘴。,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
695,环境是不错，就是海鲜个头太小且不新鲜，大部分海鲜都是苦的，像变质了一样！说什么海鲜自助，应该说是蔬菜自助才对。蔬菜是挺新鲜挺多的。总之不会再去了，挺失望的,Not Mentioned,Not Mentioned,Not Mentioned,Positive,Negative
697,本来是来吃海鲜的，结果是臭的……凉菜也都没味道……关键有苍蝇飞来飞去……菜品还是挺多，比上次吃的嘉力德多。总体一分吧，毕竟我全吃凉菜了，海鲜就吃了个瞎，很多东西臭了……能不能冻一下，闻起来真的很难受。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative
699,品种丰富，就是时间记得不对，十一点才进去，结果从十点四十五就计时了，都没吃完,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
715,非常给力  服务态度特别好  只是饮料太稀像水一样   炒菜有点少,Not Mentioned,Positive,Not Mentioned,Not Mentioned,Negative
716,挺好的 还会再去 就是人有点多 得排队,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
720,在佳兆业地下一层位置挺好找的，不需要排队，但是感觉菜品种类比锦辉商城的少很多，很多东西这都没有，没有螃蟹，烤肉，和那些小包子蒸地瓜之类的，油炸的种类也很少，看着就没有胃口，口味一般，蘸料太难吃了，对完之后就吃了一口，感觉还是很失望的绝对不会来第二次了～,Positive,Positive,Not Mentioned,Not Mentioned,Negative
739,菜品还算比较全，这次的海鲜不好，鸟贝，海螺都有沙子还不少。希望能注意这些，服务挺好。,Not Mentioned,Positive,Not Mentioned,Negative,Not Mentioned
751,还是一如既往地好吃。就是人太多，每次去都得排队。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
763,排队的人挺多的，要是去得话提前预约最好，今天没有鲍鱼，一个人一只螃蟹'可能去得有点晚了，蛋糕没有多少了，特别喜欢吃他家得蛋糕了，五花肉没有那么新鲜，吃着有点异味，不过还好。全家吃的都很饱。就是里面太热了，挺闷得。,Not Mentioned,Neutral,Not Mentioned,Negative,Neutral
786,贵呀贵真贵人多多贵总之以后团购便宜些啦,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
793,调料不错 肉比想象中的新鲜 蚬子之前没吐干净有沙子,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
794,一直在福佳店吃的不知道这边店没有烤肉，为什么呢，价格一样怎么就没有呢？肉质还不错，螃蟹还是活的呢，除了没烤肉没焖子那些，其他还不错！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
808,国庆去的，那叫一个火！我是晚上六点到的，排队时前面有49桌，我们足足等了一个半小时才排上。味道是相当不错的，可以打五分。环境我想打3分，因为里面非常热，作为一个火锅店，缺少有针对性措施。值得推荐的菜有：#虾滑##梅花肉##牛肉#,Not Mentioned,Negative,Not Mentioned,Neutral,Positive
816,菜品不是太全～尤其是生鱼片～简直了～两个多小时就上了一次～还少的可怜～真心希望可以改善一下～其他还可以～记得以前有螃蟹现在连螃蟹腿都没了～海鲜自助这个价位也就这样了～但依旧希望更好～出差就会去吃吃看～这回略有失望,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
824,东西还好，小海鲜蚬子之类的沙子没吐干净，牙碜,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Neutral
837,这家是所有店菜品最少，服务最不好的一家,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
840,人太多了，时间较长，还有的不新鲜,Not Mentioned,Negative,Not Mentioned,Negative,Not Mentioned
843,味道还可以。但是服务员态度真心不咋滴,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
845,味道一般，海鲜不错，人很多，总是排队,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
852,灰常喜欢，就是比福佳新天地的小了一点，不过东西都是一样的，很喜欢,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
856,菜品味道好极了，就是人特别多，排队2小时，绝对好地方,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
864,排队的人真多呀，海鲜不错，肉品差了点,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
865,各种菜都好！味道也特别好！但服务很差劲！尤其是门口的服务员！态度及其恶劣！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
870,吃了十多次了吧 每次都很满意 就是两个人总安排小桌子 东西摆不下 哈哈,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
875,人确实不多，就是没有服务员上牌，不过也行地方特别小，人挤人挺好，锅不太大，但装东西装行吗？那个海鲜啥的都不是火了，给个鲍鱼吧还想收拾点什么吧，能吃多少啊？那你们海鲜都不怎么为啥，心血？更别说是不是养殖的？这个咋就，野生的就追究不了了。,Not Mentioned,Negative,Not Mentioned,Negative,Not Mentioned
883,味道不错，很喜欢，就是中午去的，刚去没10分钟，就告诉马上撤台，后来酱料都没有了，东西上的不及时，很不开心，早知道进门时候告诉的话，就不那个时候去了，海鲜不新鲜，其他都行，环境，火锅感觉都不错，比福佳的好吃,Not Mentioned,Negative,Not Mentioned,Positive,Positive
892,菜品还算丰盛，就是等位太痛苦了,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
893,排了好久的队，人好多啊。但是感觉海鲜也不是特别好吃。而且自己弄很麻烦。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
903,菜品口味不错，下次还会来，希望优惠多点。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
906,几个朋友一起去的，去的佳兆业地下的那个店，感觉环境不错，螃蟹也很大，蔬菜也挺好，水果也很新鲜，尤其喜欢他家的虾滑，挺过瘾的，服务员流动量也挺好的，就是人好多呀，要排好久的队，其他方面还好，感觉还会带朋友去的。,Positive,Negative,Not Mentioned,Positive,Positive
912,怎么说呢，第一次去大连，海鲜圣地，但是自助并没有想象的那么好，免费无限量供应的海鲜品种只有贝壳类，而且扇贝和毛蚶特别脏，能吃下去的就只有蚬子，但是蚬子这种便宜的海鲜，干嘛去你那吃，螃蟹不是很肥不说，而且需要凭借小票才能去领取，一人一只，我家在吉林，也没说螃蟹一人一只啊。。去的时候还要排号，人的确很多，可是没有体会到在大连海鲜吃到撑的感觉，而且个人感觉中式炒菜什么的，品种太单一，还没我家这边的自助好呢。不是很开心。勉强好评吧,Not Mentioned,Neutral,Not Mentioned,Negative,Neutral
913,每次吃自助火锅的第一选择，在佳兆业店吃的，不用排队，菜品还蛮齐全的，凭小票可以领取每人一个小螃蟹，不过贝类有沙子，肉质不错，小糕点也很好吃，饮料也好喝，服务很及时，现在吃完都不用签字了，直接走就可以了,Not Mentioned,Positive,Not Mentioned,Negative,Positive
