ID,reviews,location,service,price,environment,dish
33,菜品、肉品都很少 服务员都很散漫就和进了菜市场一样 直接拉低了整个餐饮行业 他们家网上这么多好评都是服务员主动要来的 就是看这么多好评才去他家吃的 结果去了才明白好评是怎么来的 难道领导就不管吗？还是领导默许的 我不想拍照片好评居然还主动拿着我的手机拍好评视频 这种操作还是第一次见 总之不会再去了……,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
35,吃饭时吃出了一只蟑螂，吓个半死，忘了拍照，服务员态度也不好，强烈建议大家不要去该店！??????,Not Mentioned,Negative,Not Mentioned,Negative,Not Mentioned
36,烤肉还可以就是跟别的店比有点小贵，冰淇淋非常好吃，,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
43,菜品不错就是空缺太多，换网不及时，肉品没及时备货,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
51,还可以总体来说，只不服务员热情不高，撤盘子不及时,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
56,服务员都和傻子差不多，吃的东西又少又差，,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
60,不得不说，这次来吃饭的体验是最差的。告诉我们就餐到十点，八点半就不上菜了，好多菜都空了，海鲜杠子里的海鲜都是死的，水也是特别浑浊。味道和口感都赶不上之前，而且所有的饮料全部兑水，水多到基本尝不到饮料本身的味道。布丁里面竟然也有水，口感很不好。服务员也没有之前的多了，所以感觉卫生没有之前好。我们一家三口之前经常过来吃，就是喜欢这里的环境干净舒适、服务态度好撤盘速度快、菜品干净真材实料，这次真的是太失望了，来了这么久头一次没吃饱，和以前差太多了，我们一家表示不会再来了！,Not Mentioned,Neutral,Not Mentioned,Negative,Negative
66,太脏了，太热了，本来去大连玩吃自助，大人孩子近200，没吃多少就走了，回酒店拉肚，此生此世永远不去，实在太脏了，管事一大叔，手拿对讲机，对干活的头发花白大爷指手划脚大声指责，不尊重人，赚你点钱就不是人了吗？什么素质！最后悔一顿饭，一点不值200！,Not Mentioned,Negative,Negative,Negative,Not Mentioned
68,除了有点贵，一切都挺好的,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
70,蛋挞很好吃，牛肉也很棒。花甲有沙子。。。。这点差评。羊肉没有羊肉味，怪我要求太高了。别的没毛病,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Neutral
79,"【服务】喊服务员收拾桌子老半天不来

【口味】还不错一如既往",Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
87,烤肉料不全，没有辣椒面，羊肉，牛肉都不太新鲜，煮完全是沫子，花盖蟹还挺新鲜的活的，虾都是白虾，煮完硬硬的，下次不会儿再去，没吃饱,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
92,港汇店海鲜升级后去了几次刚开始还可以现在菜品太次了根本不值这个价位，少了很多优质的，海鲜全是贝类也就五六种，青虾和北极虾去取了两次只有一小盘那么多等没了再添很少的量，再也不想去了坑,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
93,还可以吧，东西也不是很全，价位是猛涨呀,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
94,可能是因为东西都涨价 感觉没有以前去那么好吃 但也不错啦,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
120,还不错，不过不如兴工街的嘉力德，感觉菜品和服务都差了点意思！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
138,菜品还挺多，就是感觉肉不是特别的好，海鲜太少了,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
141,我在门口不让我进，我正吃就着急的要撤走火和锅，我让换烤盘，就一直没有人来换，,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
143,环境嘈杂，油烟大，海鲜品质不好！,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
150,一般   等了半个小时不是问题  关键没东西了,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
238,菜品可以，就是室内温度有点高了太热了感觉在桑拿房吃自助，,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
421,海鲜有点少，，，，希望能多一点，,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
422,菜的种类很全，质量非常好。唯一不满意水杯好多都没洗干净。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
423,大不如前了，真的是大不如前了。烤鸭都没有了，说是有团吃光了。吃光了你们还腆脸让客人进去吗？真是大大的不好。场内有抽烟的服务员也没管。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
428,大城市的人就是多，排队等了那么久，吃得也就那样。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
433,海鲜太少了 还不如价格贵点多加点海鲜呢,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
439,烤肉太难吃了，海鲜没几样，不好吃,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
446,不行，第一次吃这种自助餐，好难吃，以前挺喜欢自助餐的，现在不喜欢了,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
453,桌子不干净  服务员找不到  种类很多,Not Mentioned,Negative,Not Mentioned,Negative,Not Mentioned
568,"为什么整个区域的都给了五彩绳
就我们两个18岁的小可爱不给
————————
而且粗去拿了躺吃的（小票在、包在、就人不在、而且也告诉了这有人！）
回来碳没了
我吃锅么？
开心
可以吃锅了",Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
587,挺不错，来了好几次了，如果价格能再低点更美了！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
592,吃的还可以就是服务员的服务态度不是很好，爱答不理的，,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
660,真是不知道如何表达我的失望，服务员真的没有更差的了。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
665,排队排好久,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
698,除了门口的女服务员进门开始就拉个驴脸之外 其他的还是很好的 一个服务员整得我吃饭都没有心情了这服务态度也是醉了 谁欠她钱啊 ,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
713,很不错哦，平常日12点去的人很少，比兴工街的少很多，和兴工街的菜品不一样，有的那有的这没有，有的这有的那没有，感觉没有兴工街的菜品多，服务还行挺不错，但是他家押金居然要20块一个人，凑字数好累，好累呀。,Not Mentioned,Positive,Negative,Not Mentioned,Neutral
743,味道很好，菜品很全，服务员很差劲,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
757,三口人去的，妈妈评价还可以，可就是需要排队等的比较麻烦,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
759,来了两次了总体还不错！但是就是服务员太冷漠了！ #蛋挞#,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
769,团购优惠不太大 但是挺喜欢这家店的 挺好的 服务态度也不错 环境也挺好 1111111111团购优惠不太大 但是挺喜欢这家店的 挺好的 服务态度也不错 环境也挺好 ,Not Mentioned,Positive,Negative,Positive,Not Mentioned
770,嗯嗯嗯嗯嗯团购优惠不太大 但是挺喜欢这家店的 挺好的 服务态度也不错 环境也挺好 团购优惠不太大 但是挺喜欢这家店的 挺好的 服务态度也不错 环境也挺好 ,Not Mentioned,Positive,Negative,Positive,Not Mentioned
783,很一般，海鲜品种少，不新鲜。服务一般，餐具直接用洗涤剂刷完，查一下就用，没看见冲洗,Not Mentioned,Neutral,Not Mentioned,Negative,Neutral
790,不错就是规模小点。。。。。。。。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
791,不错，还行，就是规模小点。。。。。。。。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
802,一般，同等价位还不如我们那里菜品,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
806,海鲜都臭了扇贝生蚝里面还有小螃蟹肉也不怎么好吃,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
812,地上太滑了 其他的都还好 服务员们都很热情,Not Mentioned,Positive,Not Mentioned,Negative,Not Mentioned
815,太咸了，这是让我们顾客多喝水吗,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
821,首先服务不好了，原来一去服务员特别热情给一个套凳子的套，还有围裙，请问现在服务员都爱答不理了。一叫还不耐烦，收拾桌子不及时。菜品也不新鲜，金针菇都没有洗,Not Mentioned,Negative,Not Mentioned,Negative,Negative
842,不好吃，菜品少。连火锅调料都太少了，哎,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
857,不好吃，服务不好，像求他似得！！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
874,环境一般，种类还挺多，壳类的沙子有点多,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
882,"菜品不错
味道可以
服务态度很好
点心精致
有些东西不是漏出来的，用一个盖子罩着，非常好，感觉吃的放心，干净
就是美中不足的蚬子有沙子
果汁是鲜榨的
冰淇淋也不错味道正宗 #冰淇淋# #鲜榨梨汁# #蛋挞# #糕点类# #梅汁肉# #鲜榨西瓜汁# #沙拉类# #烤肉类# #锅包肉# #牙签肉# #椰果罐头#",Not Mentioned,Positive,Not Mentioned,Negative,Positive
884,海鲜不新鲜吃完拉一夜吐了一夜，服务员声音大,Not Mentioned,Negative,Not Mentioned,Negative,Negative
892,火锅还可以  烧烤有点慢  还有乌鸡片儿呢  最好不要烤海鲜  皮皮虾特别咸  海鲜还是吃的对虾吧  其实也稍微有些咸。。。酒水也很好(?▽?)  寿司和蛋挞都很好吃(??ω?)?嘿   还有水果  罐头 炒饭 pizza 调料也很全  总体来说这个价钱很值啦,Not Mentioned,Negative,Positive,Not Mentioned,Neutral
893,我很少评价，但这次真的不满意非常差、昨天去吃的今天坏肚子了！菜品肉类除了蔬菜的感觉肉类全是年前剩下的卖给现在去吃的朋友们！不良商家坑人、冰虾一看就是被冻过好几手了非常不新鲜、还有腌制羊排牛排能咸死人！就是年前怕坏咸盐加了不少吧……现在去吃的朋友一定要谨慎了…,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
900,去了一次，服务员在旁边站着，催了n回，还吃吗，还吃吗，还吃吗，搞的人心情很差,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
902,海鲜不想说，大部分都是死的，满满一缸死螃蟹死蚬子，不怕把客人肚子吃坏吗？不要冲着小龙虾去了，服务员说了压根木有。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
911,海鲜不是死的，就全是沙子！这些赤甲红明显是死很长时间了！！！卫生局也不查一查，一旦让顾客吃中毒了，怎么办！！！,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
916,老顾客了 菜品味道什么都不错 就是服务人员的工作作风略减分,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
918,不错的挺满意的，但是那天吧，服务员怠工！听到说找经理才开始干活,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
921,前台接待服务差，菜品没有以前好,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
922,回头客了，但是要多注意一下服务,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
925,人非常的多，挺好的！就是停车难！不错哦,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
926,羊肉串能随便吃就好了，一直排队等的急人。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
927,216元3人团购~人均72~优点:肉类丰富~肉的质量(烤肉区)都很好。蛋挞很好吃，三鲜饺子现包的味道不错，海鲜里北极虾和青虾挺好。缺点:饮料水＋太多了。我看一个人接了杯可乐，一眼都能看见杯底了你说你们加了多少水！可乐颜色浅的啊！芬达什么的也是，饮料兑水也得有个度啊！火锅涮肉的牛羊肉卷太薄了，吃嘴里感觉像化了似的。不太好。蛋糕，真的都很难吃，上面慕斯软下面蛋糕体硬。海鲜都是死的。我们旁边那一桌煮海鲜都是一股臭味，七十几的自助海鲜这块你可以没有螃蟹大虾什么的但是扇贝蚬子之类的你能不能弄点新鲜的，本地人吃着没事外地人吃着不新鲜拉肚子怎整？普通热菜很少，锅包肉简直了，刚上来拿一块吃根本咬不动！酒都是随便喝的，但是评论区说的RIO随便喝就是扯了，那不是RIO，只是像RIO的酒~服务员态度都很好，两个推收垃圾车的大爷都很棒，辛苦了，年轻的几个不是太爱搭理人。评论完毕，就酱 #蛋挞# #蜜汁梅肉# #鸡脆骨#,Not Mentioned,Positive,Neutral,Not Mentioned,Negative
934,装修升级后没有以前好了，牛排吃的不过瘾，菜品也少了，没有特色了，价钱贵了很多却没有提高特色。,Not Mentioned,Not Mentioned,Negative,Neutral,Neutral
944,挺好的，种类多，就是拿着很麻烦，去的人少了得拿很长时间,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
950,第一次来他家吃 10.25是老公生日 想着换换口味就来了这家店。由于是第一次用美团团购的，又非周末和晚上，所以团购价省了8块钱（67.几）老公生日价是49  感觉呢 可能是第一次来 新鲜感比较好 以至于食欲也就大开。地点环境什么的不提了，直奔主题：1、肉类丰富，味道也不错。我怀孕后最怕膻味，另外更怕不干净，所以吃的时候比较注意。只吃了腌制好的羊排和羊脊骨（就是大蒜）。肉质厚实，味道相当好。只是我自己怕吃着生的拉肚子就大烤了些，糊掉的部分就没吃。他们烤的还有羊腿肉（膻味十足 老公大爱 可我吃不了）羊肉串味道还行，就是肉质不敢恭维，放置时间太久，明明有新烤的，可是盘里有旧的没被拿光前就不上新的，我很郁闷。2、烹饪菜品丰富，不过腻的多，菜也咸的多，不推荐。刚进来特别饿时小吃点还可以。3、水果类中，哈密瓜味道很赞，火龙果也好吃，冬枣还可以，其他就不推荐了。（尤其鲜榨的几款果汁……味道很特别，不难喝，但我都只小小品了一点，有可能是孕妇嘴刁）4、生鲜类，我都没吃 但老公说蟹子全是河蟹，活的，比较肥。其他的海鲜看水质就不够清亮和干净，连他都没敢吃。5、甜品没一样好吃的，十分失望。最后，服务态度很好。 #烤肉类# #烤羊腿#,Not Mentioned,Positive,Neutral,Not Mentioned,Negative
959,一般般 饮料全部是勾兑的低端饮料  喝完拉肚子了,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Neutral
968,内天吃有蟑螂就走了………………,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
974,最开始 印象最深刻的就是他家的烤羊排和他家现做的热饮  结果现在都没有了  跟其他自助相比起来毫无特色了  不值这个价钱,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
988,迎宾服务态度太差，丧丧个脸，像谁欠她的,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
992,本来在美团上已经提前预约好了他家的位置，结果到了之后，大堂的人说他家没有预约位置这一说。好气。等了20分钟进去被带到了位置，两个人来能吃的很饱，因为票价太贵所以基本吃不回来。菜品还好。用生菜包肉吃的时候发现了蜗牛！！！生菜叶上有蜗牛！！！浑身鸡皮疙瘩…这，让我咋说… #蛋挞# #炸鸡米花# #西瓜汁# #冰虾#,Not Mentioned,Negative,Negative,Negative,Neutral
996,特别好，特别棒，虽然贵，但是吃的挺好，就是海鲜贝类太脏了，其次最主要的，服务员都什么档次，太没有责任心了，而且不敬业，我们去的晚，进去之前问了经理，开的晚怕耽误你们下班，还能吃吗？经理说可以，我们总共是8个人，特意开车来吃你家，到9点的时候就不停的催，赶我们走，那些服务员，一个换一个，你们家服务员都过来赶我们走，我们说最多20分钟就走，不停的催，我们特意带着朋友来你家，事先也问好了，可不可以吃你们经理说可以，而且说晚一会儿没关系，我都说了最多20分钟，就走，不停的换服务员来催，不想说什么了。 #烤羊腿#,Not Mentioned,Negative,Negative,Negative,Positive
1000,白天去的，人少，还不错，唯一不足的服务员是傻子吗？  都是空座，给我领个犄角旮旯去了，后来要求才给换的位置，谁给你们惯的毛病，哪远安排哪。 ,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1001,建议老板找有笑脸的带位，跟同事就有说有笑在吧台聊天，带位的时候就丧个脸，,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1012,东西还可以吧但是，火锅肉太次了，一点牛羊肉没有，煮完锅里都是杂质，科普一下火锅杂质越多说明肉越不好不纯，肉还可以，板筋没发吃，跟口香糖一样，有的肉还带酸味不知道就这样还是肉问题，总体来说不值这个价，如果正常75肯定不值，但是服务员挺热情，挺好，没有像评价说的拉拉脸，关键也可以，建议商家把肉的品质在提升一下，种类在多点，不然你咋要75的价？,Not Mentioned,Positive,Negative,Not Mentioned,Neutral
1028,好嘛好嘛，！你说什么了，我是说我坏话,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1032,我觉得 东西不在多少 品质要好  服务不求热情 起码有礼貌   很差的体验   多了不说 太多瑕疵   管理上有很大问题  用心点吧,Not Mentioned,Neutral,Not Mentioned,Not Mentioned,Negative
1036,服务态度不太好，要个围裙态度特别不好，啪的一下就摔到凳子上了，种类挺多的，但是昨天吃完，今天大家都拉肚子了，可能是不新鲜吧，还没吃海鲜呢，就这样了，之前去还挺好的，以后不会再去了，就冲着这个服务，我又不是去受气的,Not Mentioned,Negative,Not Mentioned,Negative,Not Mentioned
1040,价格贵了不要紧，可服务，菜品越来越差了，以后不会再去了，这是最后一次了……,Not Mentioned,Negative,Negative,Not Mentioned,Negative
1042,吃得挺好，还算满意！就是升级后，价钱涨了些，再去就有点纠结，升级的基本都是不太需要的，只为烤肉而去！ 对了，今天蛋糕不错，貌似是刚做好的，冰冰凉凉的，口感很好,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1044,很实惠，很好吃，环境也很好，就是地方不好找,Negative,Not Mentioned,Positive,Positive,Positive
1045,前台服务员态度及其恶劣 想定个位置 我5点40才下班 定的6点 他告诉我让我早点来 定5点半 ***么？ 我5点40才下班 5点半怎么去？ 要么你就直接说不能订座 什么叫5点半可以定 6点定不了？ 然后还把电话直接给我挂了  我又打过去 他说“我就是个前台服务员 你是顾客就了不起了是吧？” 有病吧 什么态度 你们家就是这么培训服务员上岗的啊？ 火锅的牛羊肉根本没法吃 一点羊肉味都没有 差劲！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Negative
1048,烤肉肉类真的很不错，上新的一些生鱼片也很好吃，甜点类也很多样式，蛋挞比较好吃噢，还有应季的水果都很新鲜专门有人现切的，还有就是上了一些红酒和啤酒，除了烤肉，比之前还能吃小火锅菜类不是太多，毕竟烤肉为主，再就是蔬菜上新速度比较慢，从头到尾没看到紫苏叶?????♂?总体来说吧重新上新还是很不错的,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1051,服务态度不是很好 人多 食物质量一般 肉没肉味 海鲜全是沙子,Not Mentioned,Negative,Not Mentioned,Negative,Neutral
1053,一般吧，肉类挺多，蔬菜样挺少。不知道是不是下午的关系，菜都是蔫的，而且虾一直不上,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
1056,抱歉，本来团七人吃挺好的，后来去兴工街了，受伤害了，才想起来评价，刚刚三人评价分打错了，以为兴工街店，求原谅。客观讲这还不错，除了拿的一只螃蟹半路逃跑爬沙发地下了，比兴工街店好太多！！！没对比没伤害，最起码没让我看到蟑螂，他们店简直了，就因为去过港汇这不错才去你们那个店的，简直让人崩溃！！！,Not Mentioned,Not Mentioned,Neutral,Negative,Not Mentioned
1069,人特别多在外面等了一个半小时不过很值得，肉类真的很好吃，不过去的太晚很多青菜和饮料都没有了，不过烤肉吃的就很满足了，咱家的小羊排和五花肥牛烤完特别好吃，提一点小建议就是调料可以再多一点，烤肉酱最好是有没调制好的让客人自行调制，不过还是性价比超级高的烤肉自助,Not Mentioned,Negative,Positive,Not Mentioned,Positive
1079,海鲜少的可怜，挑了几个贝类的煮一会儿，还出现臭味儿了，没敢吃。,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
1080,菜品补的不及时，热菜有凉的，不是加热的，海鲜也不怎么新鲜,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
1093,还不错，除了拿的一只螃蟹半路逃跑爬沙发地下了，比兴工街店好太多！！！没对比没伤害，最起码没让我看到蟑螂，他们店简直了，就因为去过港汇这不错才去你们那个店的，简直让人崩溃！！！,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
1098,和朋友去的时候可能时间不对 都是剩的了 螃蟹都死了 也没法吃 服务员也一点管理制度都没有 大声唱歌吓我一跳 也不是第一次去了 为什么越来越差??,Not Mentioned,Negative,Not Mentioned,Negative,Not Mentioned
1105,东西有点少，位置有点挤，地方一般,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
1108,没有什么新颖的东西，地方太小菜品很少，还不如兴工街的同店的菜品多环境好，不知道升级在什么地方？,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
1109,不好 东西不好 而且服务不到位 东西也没有了 不上,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1125,"服务一般，味道一般，环境一般――
海鲜一般，肉类一般，酒类一般――
说几个这家店的问题……他们家店太危险了，我去拿酒，因为酒都是一排排的我伸手就拿个一瓶，谁知道那个酒瓶嘴是碎的，差点划伤我而且酒撒了一地，招服务员都不理我，没谁了！再说说他们家肉类，太肥了，而且这烤盘太差了，这肉这么肥，还能粘烤盘上，也是醉了，服务员一般吧，就是面部表情有点僵硬，！感觉还没有以前在38家乐福吃的60多快的好呢，！！！！哎，总之吃得一般不值这个价位！！！",Not Mentioned,Neutral,Negative,Negative,Neutral
1137,真不知道好评都哪里来的。真不值这个钱。都不如58的。也不知道为什么这么多人。谁去谁后悔。好懒你们自己看看吧。没见过么这么小的海鲜,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
1148,讨厌服务！！！菜品还不错，服务员很让人无语,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1155,还行 人很多 排队很久 不过味道不错,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1161,不错不错，就是考的太慢,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1164,价格贵，东西也不是特别好，到20点以后东西都不上了,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
1168,感觉有点贵，其他都很满意。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
1170,比起别的自助不太好 菜品少 座位很多没开放,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Not Mentioned
1174,从嘉力德开业39元一直吃的现在七十九元。一直做嘉力德的忠实吃货。每次都吃的很好。很开心。服务人员也特别亲切。但是今天很不开心。服务阿姨收拾别桌的时候。看的我们这有一些空盘。她居然拿着别桌的垃圾盘在我们桌收拾。本来就忍忍了。更可气的是她居然还往那垃圾盘里倒了水。在我们桌子上刷起了盘子。本来烧烤不吃了。想吃点海鲜。可这阿姨声都没吱。把锅也端走了。我对象想发火。我想想算了。年纪大了。不容易。但是人还没走就在桌子上擦来擦去。我真的是忍受不了了。这是干净啊？还是规定啊？还是在赶我们走啊？,Not Mentioned,Neutral,Neutral,Negative,Not Mentioned
