review,label
吐槽过了它家关于玉米最佳食用时间的标注，按塑料包装上说的蒸10-15分钟，一定不会好吃！它家玉米是北方老玉米那种，一定要蒸够时间，纸盒包装上说要蒸30-50分钟，必须要这么久才会有香、糯的口感，我是买过很多次的，每次都是蒸到玉米粒开花了才吃的，这种白糯是最好吃的。,1
以前经常买的玉米，个大味道好吃，早上自己蒸一个当早饭特别满足,1
这次是换购的，价格非常的好。立马蒸了两个吃，味道依然很好,1
无数次的需要回购，玉米是真的很好吃啊，每次优惠活动不一样，但是品质保证始终如一，这次又赶上京东商城促销活动优惠力度很大，果断购买一箱，还赠送了一袋玉米粒，价格又优惠了谢。煮了吃感觉软糯甘甜，很适合我，一定继续支持回购，京东商城小哥及时送达。赞?,1
买过很多次这个品牌的，它家有白糯、黑糯、黄糯、花糯、最好吃的是这个白糯，微甜、软硬适中，黄糯偏硬，黑糯是脆的，花糯太嫩，适合老人和孩子。吃过了，是今年的新玉米！,1
心心念念的金玉玉米终于又做活动了，给自己的双十一购买点东西吧，忍不住就购买了7件！把冰箱塞得满满的！可以慢慢吃上一段时间了！真好！加油，双十一！,1
有机糯玉米，口味香甜。京东物流，全程冷链配送，放心！,1
好吃好吃美味好吃的玉米香喷喷喷味道好极了?????真蒸煮的时候香气浓郁飘到满屋孩子迫不及待的想吃，一下子啃完一根，好吃的玉米香喷喷,1
这款优鲜的有机玉米已经买过很多次了，每次都是买大箱，玉米都是一个一个袋装塑封好的，京东的服务态度很好，当天购买第二天就能收到，而且玉米都是还是冰冻的没有解化，所以直接冰箱冷冻，吃的时候拿出来拆封蒸熟，很方便，味道是小时候玉米的味道,1
苞米的棒子不大，稍微冻的有一点发死，不过对于爱吃糙粮的我来说都能接受的，谁让这个时候鲜没得吃呢，每个核2.5元！价格能接受。满意！相当放心京东自营的品质！,1
我对于你绝对算是真爱吃了好多品牌，这个品牌，是我觉得吃了，口感品质是最棒的。现在只要有活动就会囤上几箱，下午咖啡续命，晚上玉米续命，没有玉米的晚餐都会感觉不完美。,1
它的味道非常鲜美、口感细腻、粘稠，可以健脾开胃、除湿利尿，摄入体内之后不但可以增进食欲，并且可以加速身体内废物和水分的排出，可以缓解水肿的状态。而从营养学的角度来讲，这种糯玉米中的维生素e比较丰富，不但可以清除体内的胆固醇、降低血压，还可以起到美白皮肤、延缓机体衰老的目的。其中的钙离子、铁离子、膳食纤维比较丰富，可以改善便秘。,1
我老买老玉米棒吃，就好这口，在农贸市场、超市、京东都买过，在京东，金良玉地优选100有机玉米买过多次了，，黄白两种的 都挺好吃的，渣少糯香口感不错，玉米香味也比较浓，经常吃点这个有益于健康！买来买去还是在京东买比在其它地方买划算的多，货品也好，物流配送又快又好，继续关注，吃完了再买。,1
金良玉地的这款冷冻玉米虽然是第一次选择，但吃了一次就难以忘记了。它口感软糯香甜，非常好吃。以前都是买常温那种，我觉得冷冻的这款更保持了玉米的原汁原味。独立包装，方便储存。想吃的时候把玉米包装去除，冷水下锅煮约15分钟就可以开吃。一边煮一边就能闻到玉米特有的香味，惹人垂涎。,1
"京东搞活动的是和慢则一年买个口红，看样子佚名。发货的速度特别快，129减30块钱，所以很划算。而且比在实体店里边的要质量好。包装的很欣慰，真空包装会很新鲜。
发货的速度特别快。两天就到家里了，很满意。口感好",1
本人爱吃糯玉米棒，市场上各种牌子的，各类玉米棒子比较多，金良玉地品牌的玉米棒早在二三年前就认知了，多次反复购买吃了不少，这次买的有机高叶酸玉米还是第一次买了，嚼起来甜甜的，通过对比我还是觉得黄糯白糯玉米棒的口感要好一点，我比较喜欢黄糯白糯的，因为每个人的口感喜好有差别，也不能就此定论这款好与不好，商品质量还是靠谱的，值得信赖的。,1
东北有机糯玉米，冷冻保存。家庭生活，粗粮必备。口味香甜软糯，推荐！京东自营产品，自有配送物流，全程冷链保存。订购后第二天到货，体验非常棒！推荐大家购买！,1
玉米粒说我是赠送的，赠送的，可是不影响我的品质，金良玉地黄糯玉米粒，粒粒分明，颗颗饱满，有机玉米粒，买了一箱黄糯玉米，赠送了一袋玉米粒，很划算，日期很新，京东商城促销活动优惠力度很大，适合家庭购买生鲜食品，叠加使用银行***活动优惠满减红包. ，更优惠了赞?,1
发货快，包装完好，日期新鲜。第一次买这款黄糯玉米，感觉比白糯玉米颗粒小，也更嫩一点，适合牙口不好的吃，味道香甜，性价比高。,1
很好，有机的黄玉米，一盒六只，挺粘的，有有机标识，发货和送货也都很快，提前打电话联系了，玉米口感不错，但是玉米粒比较小~全五星好评吧！谢谢了！,1
这个玉米是今年吃过很不错的玉米了，口感非常好！非常自然的玉米味儿、还是有机玉米！每次打开用水冲一下直接上锅蒸，开锅蒸10分钟就行。吃起来特别香！全家都喜欢！ 看评论有些人说不好吃硬，我吃了这么多一点也没有这个问题， 一定要打开包装用水冲一下然后开锅蒸10分钟真的好吃！ 玉米本来就是熟的，蒸一下就很好吃了！,1
送过来外包装烂了，但不影响里面，独立包装的，棒棒哒~一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，物有所值啊，果断好评！,1
有机玉米微甜，适合各个年龄段青中老都比较适合吃，也很爱吃尤其是有机玉米，几乎保持了原有的味道，污染少浓药少之又少，好吃没有损坏玉米的营养成分，吃过N次的玉米有机玉米是吃过比较好吃的玉米了，市场上有卖的没有这样的有机玉米，为了身体健康还是吃浓药少的有机玉米有玉米味原味味儿的玉米才是最重要的，口感也很好价格实惠质量很好值得推荐购买。,1
作为东北人，真的吐槽一下这个玉米真的真的是很好吃。很甜，很糯，只出了以前爸爸中的时候吃的味道。真的很好吃，上次买的别的牌子邦一米就不好吃这个牌子的。真好吃，而且妈妈还责备，我说家里有玉米，怎么还买玉米？结果吃完以后都说这个玉米特别好吃。我家宝宝也吃了半岁。下次搞活动时候一定多买。希望能有更多的产品。,1
金良玉地糯玉米己收到，包装很精美，里面共有6个玉米，都是真空独立包装，个个都很均匀饱满，颜色金黄，非常不错。,1
糯玉米属于玉米中的一种，水煮糯玉米的热量并不高，一根水煮嫩玉米的重量大概在200克左右，含有热量150大卡上下。摄入人体之后并不会导致肥胖，而且可以有利于吸收糯玉米之中丰富的粘蛋白和膳食纤维，不但可以促进食欲，而且可以加速身体内废物的排出，可以起到降低血压、降低血脂的作用，其中的维生素a还比较丰富，能够改善视疲劳，对于失眠多梦有治疗作用。,1
还可以，不是很糯，也不粘。口感可以。为了防便秘而买的。,1
看着有机两个字，下单的，包装很精美，收到货心情还是很好的。迫不及待的今早蒸了两个，不符合我的口味，玉米粒有点硬，也不太甜。有点小失望,1
物流真快！头一天下单，第二天就收到了！包装很好！用水煮过后吃起来的口感很粘糯，不过价格还是觉得有些贵，能再优惠些更好了！,1
"网购已经成为我们日常生活中不可缺少的环节。特别感谢京东不仅给生活带来了更多便利，而且一如既往的诚信和神速的物流令人值得信任。作为京东的忠粉，逛京东，选商品已经成为日常，海量货品应有尽有，选购更便捷，足不出户就能送货到家，期待更多的优惠活动。快递小哥也很给力，服务态度好又亲切，辛苦了?
??????? 但愿京东能一如既往诚信为民，提供用心和优质的服务。",1
玉米甜糯，有嚼头，独立包装干净卫生,1
买过很多品种的玉米，这款包装特别到位，全程冷链配送，玉米新鲜又卫生，吃得很放心,1
东西很满意哦，美观时尚大气，客服超级有耐心，服务细致贴心，大品牌就是不一样感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手趁着活动入手划算，发货快，包装得好，非常不错，全新体验，赞赞赞！,1
凑单买的，挺好好吃的，比较糯，用蒸屉蒸上个十分钟左右就可以了，就是一次买的少了点，大家都觉得不够吃，下次再来购买，送货好评！,1
第一次购买，有机速冻玉米?，很新鲜，每天早上蒸一根，黏玉米?很好吃。会回购，好产品值得推荐！,1
这个玉米活动价下来是2块多一根，还行吧，日期新鲜，就是蒸的时间要久一点才比较软糯，一起买了两箱，包装很好看，吃起来也比较糯，感觉白色的比黄色的要好吃点,1
这款玉米也是我多次购买的一款食品，关键是比较方便，还比较卫生，都是小包装设计，食用的时候蒸煮10几分钟就可以吃了，味道很不错，是粘玉米，本人很喜欢吃这种的，就是不知道怎么种出来的，现在的食品安全一直是个问题。,1
这个有机糯玉米还不错，买了好多天了，每天吃一个，很好，健康食品，多吃粗粮对健康有益。以后还会买的，买的时候要在有促销活动时买比较划算。,1
当天下单当天收货，快递非常给力，这款玉米棒已经买了若干次了，相比之下味道挺好。,1
非常好吃的玉米，东北黑土地的农作物，而且是有机认证过的产品，不仅营养丰富，食物的安全性也有很大保障！价格实惠，送货速度快，家里经常买！,1
朋友推荐这家的玉米棒，昨天收到。今天早上煮了几支，确实不错，香甜软糯，以后就买这个牌子的。,1
京东冷冻送达，发货快。已多次购买这个品牌玉米了，黑玉米最有嚼劲儿，依次是黄玉米、白玉精米，但这个批次的白玉米似乎与之前的不一样，和黄玉米一样有嚼劲，没那么软糯了，不知道是因为什么原因了。,1
太香了吧这个玉米?一下买了四件，快递员辛苦了 北京天气特别冷特别冷，玉米蒸熟了热气蒸腾的热气蒸腾香味浓郁飘着，孩子迫不及待的肯恰里啃起来，,1
还不错，挺好吃的，之前从某水果app买过，觉得好吃，从京东买了一箱，挺方便的,1
这款“金良玉地”品牌的有机黄糯玉米已经坚持买了好几年了，家人都很喜欢吃：当早餐辅食吃、零食吃、当点心吃，吃得爱不释手，是京东自营商品又是大品牌，在东北肥沃的黑土地种植，产地环境无污染。这次是赶着双十一活动凑单买的，而且为了保证商品质量，京东物流全程冷链、物流快的没话说，服务质量也很棒，快递小哥更是快马加鞭的赶来送货上门，服务态度也是超级棒，而且还用了京东专用保温箱存放，拿到手的宝贝连外包装也是完好无损、干干净净，礼盒里面的玉米棒冰凉冰凉的就似跟冰箱冷冻室里拿出来的一样。蒸煮完就立马解馋吃了起来：嗯！甜甜糯糯的、满口的纯真玉米清香味、有嚼劲、真是百吃不厌，选择购买京东自营商品就是选择放心、称心，吃完了还会来回购，希望京东活动多多哈。十几年如一日地信赖京东！,1
买回来就冻上了，里面现在都是冰碴子，这个苞米口感比较硬，挺有嚼劲，不适合岁数大一些的人吃，挺费牙，颗粒到是挺饱满，粒也是小粒，总体一般般吧，不是很好吃，没有东北玉米的香气。,1
刚拿到手看外表有点失望，颗粒小，不饱满。没想到蒸出来立马不一样了，味道甜甜的，颗粒圆圆的饱满的，糯糯的有弹性但不费牙，玉米面清香，感觉比较新鲜。非常满意，吃完再买。,1
玉米非常好吃我买来和鸡一起炖的，玉米吸收了鸡的味道味道棒棒哒！就是有点小贵一盒里面才6根吃着还是挺好吃的很嫩，打算请客吃饭就在京东自营买了，京东物流第二天就到了，很好,1
"超级好吃的叶酸玉米，甜甜嫩嫩的，哈哈
又买了黄玉米，也是很不错的，糯糯的口感
希望一直保持品质哦！还会继续回购的！
哇哈哈哈，牛奶煮一煮，更是没谁啦！赞赞赞！",1
之前吃过一次，香甜软糯可口，这次活动购买更加的实惠了，又是京东物流送货到家，方便又实惠,1
大品牌值得信赖！玉米包装的很好，价格优惠，我很满意，味道也很棒棒的！从没想过这么实惠的价格能买到这么好的宝贝，下次还来你家！跟描述的是一样的，物美价廉，要买的朋友可以下单噢！,1
买冷冻食品我一直在京东，送来一点都没有化，玉米挺好吃的，我下单没看清拍错了，本来要拍白玉米的，好在这个也好吃，最近减肥平台期，今天吃一天玉米试试。,1
冷链配送很重要，之前试过吃常温抽真空，有过不好的体验，打开是臭的，从那次之后，我就很重视冷链配送的食品，而且很明显冷链配送的成本要高于常温，所以从价格来讲我也会更支持带冷链的，毕竟价格差不了多少。这个吃起来明显新鲜，日期也新鲜。,1
这款有机玉米多次回购了，口感好渣少玉米香味浓，经常吃点这个有益健康！吃完了有促销就买点吃，继续关注哟！,1
好吃的东东收到了，包装完好无损的，物流快，服务周到，快递员电话通知，送货上门，我拍的多，快递员不辞辛苦送了两趟，还没有电梯，真的感谢，你辛苦啦！东东质量一流，口感不错，无异味，是真正的有机食品。,1
好品牌好玉米，味道好,1
玉米到货了，包装好，物流快，感谢商家，感谢快递小哥。,1
"是白糯玉米，开水煮一下，大概3，4分钟，就可以捞起来吃了，挺大的一根的，送到家时，还带有冰渣，
因为没放在冰箱的冷冻室，今天打开一根，有点变味了，赶紧将没吃的玉米棒，全塞进冷冻层，急冻",1
纯绿色无污染的?收到了，儿子说比夏天的玉米还好吃，四个字物超所值！,1
买之前没注意是速冻的玉米，以为是真空保鲜的。玉米冻过之后口感会差一些，而且储存条件也要冻着存，比较不喜欢。不过总体来说味道还行吧。,1
自从去了一次西双版纳尝过当地的小玉米后，发现，这种小糯玉米确实好吃，所以回来后就在京东上找到这一款发现也不是太便宜，但味道还是挺好的，推荐购买,1
玉米收到了，第一次买这个玉米，吃着口感还行，不是特别糯，到是有甜味。买的多还平均3.8元一个呢。不如上次买的华田邦禾的玉米。,1
金良玉地这款速冻有机玉米看着挺新鲜的，收到货就蒸了几根，满屋子的玉米香，甜甜的糯糯的，口感真是香甜软糯，太好吃了。只要品质依旧，可以无限次回购。,1
相当不错了，是我想要的。一直在京东商城购物，已经养成习惯了。一个是京东商城的商品质量有保障，二这是我信赖的品牌，京东物流的速度也一直是我喜欢的,1
买了好几次这个玉米了，之前买的百糯玉米哦不错呢，这次看白的糯玉米没有了，合计买了黄糯玉米，给孩子做辅食，现在没有新鲜的玉米了，买的日期是今年3月份的，感觉日期不是太好，也没有白糯玉米好吃，等白糯玉米有活动买,1
这个玉米买过很多次了，诺诺的粘粘的很好吃，小朋友也很喜欢只是价格有一些鬼，如果价格再实惠一些就更好啦！不过还是有时候会有一些黑色的玉米粒，希望检查好再发货,1
玉米挺好吃的，已经买了很多次了，黄糯玉米非常好吃，一盒里面有6根，煮很方便，几分钟就煮好了，味道不错，京东购物方便，全程冷链配送。,1
黄糯玉米，哈哈哈哈也是突然有一天特别想吃糯玉米，看别人吃就特馋，白糯和黄糯都买了，回来第二天两种都蒸了一根尝尝，还是白糯甜度要高一些，黄糯很嫩，但是甜度淡一些，应该适合减肥人士吃,1
玉米也不糯也不甜，很老，水开蒸15分钟都很难咬，孩子都不吃，今天放骨头汤里煮了一根，依旧难吃，凑单买的也不便宜。要买的亲需谨慎。,1
有活动就会补货的东西，白色比黄色的好吃。比两支装划算一点，白色的比较嫩，黄色的比较老，都是经常买的，不知道是不是皮肤问题。,1
味道好极了是正品，而且价格不贵，用着也很大气，一直在用，很好??宝贝做工真的非常精细，细节真的棒，爱了爱了是理想中的产品?，质量不错，物流也很快，值得点赞！精挑细选很久?，最后决定买这一款?，到货后果然没有让我失望，实物很漂亮?，做工很精细?，特别满意?感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手宝贝收到了，包装很结实，应该是个好东西，先给好评了?终于对它下手了，颜值是真的没话说?，材质很好，物美价廉，趁活动赶紧囤起来?是正品，跟商店里买的是一样的，在这网购方便快捷，品质放心，还会光顾！.^?^.趁着优惠，赶紧入手，是正品，包装也非常的好，没有破损，质量也是没得说，棒?挺好的，价格适中，质量看着不错是理想中的产品，质量不错，物流也很快，值得点赞,1
