model,w-precision,w-recall,w-f1,precision,recall,f1,acc
cnn_epoch_3_language_128_cnode_128,0.86542349,0.853742802,0.845460082,0.880702774,0.802132735,0.823791147,0.853742802
cnn_epoch_3_language_128_cnode_128,0.921309877,0.921658986,0.921434835,0.912388186,0.907695045,0.909978221,0.921658986
cnn_epoch_3_language_128_cnode_256,0.878836816,0.879846449,0.87918305,0.864411305,0.856449694,0.860225914,0.879846449
cnn_epoch_3_language_128_cnode_256,0.855965009,0.852591171,0.853383914,0.845783247,0.853310534,0.848599142,0.852591171
cnn_epoch_3_language_128_cnode_256,0.799526335,0.795009597,0.788901878,0.803785228,0.769279857,0.777383778,0.795009597
cnn_epoch_3_language_128_cnode_256,0.897404746,0.89865643,0.896719184,0.889985043,0.861222664,0.87375206,0.89865643
cnn_epoch_3_language_128_cnode_256,0.874657201,0.877159309,0.875438733,0.845489102,0.826649547,0.835323829,0.877159309
cnn_epoch_3_language_128_cnode_256,0.94227261,0.942802303,0.942517298,0.887979088,0.880322295,0.884091153,0.942802303
cnn_epoch_3_language_128_cnode_256,0.911422015,0.911324376,0.911369665,0.905026688,0.905854963,0.905436845,0.911324376
cnn_epoch_3_language_128_cnode_256,0.88150854,0.882149712,0.87863398,0.879205324,0.836355631,0.85337556,0.882149712
cnn_epoch_3_language_128_cnode_256,0.876139685,0.87024952,0.865102182,0.886176215,0.828923429,0.847560596,0.87024952
cnn_epoch_3_language_128_cnode_256,0.91677212,0.915514593,0.913556544,0.921363093,0.883931292,0.899259676,0.915514593
cnn_epoch_4_language_256_cnode_64,0.876143578,0.869865643,0.862742566,0.888127571,0.810741327,0.835547983,0.869865643
cnn_epoch_4_language_256_cnode_64,0.851992366,0.847984645,0.848876729,0.84118431,0.849299186,0.844065171,0.847984645
cnn_epoch_4_language_256_cnode_64,0.825582758,0.822648752,0.818840948,0.829096229,0.801831258,0.809721258,0.822648752
cnn_epoch_4_language_256_cnode_64,0.902566394,0.903646833,0.901873251,0.89594094,0.86778588,0.880121387,0.903646833
cnn_epoch_4_language_256_cnode_64,0.884906699,0.881381958,0.882753865,0.841400337,0.857576625,0.848886594,0.881381958
cnn_epoch_4_language_256_cnode_64,0.950680995,0.950095969,0.950363823,0.896712392,0.905322295,0.900944776,0.950095969
cnn_epoch_4_language_256_cnode_64,0.925583585,0.923992322,0.924376263,0.915932871,0.924426616,0.919719202,0.923992322
cnn_epoch_4_language_256_cnode_64,0.914142632,0.913627639,0.913850953,0.896753049,0.90087773,0.898769797,0.913627639
cnn_epoch_4_language_256_cnode_64,0.901319184,0.900959693,0.899382717,0.902612356,0.877714364,0.888037249,0.900959693
cnn_epoch_4_language_256_cnode_64,0.941880448,0.941628264,0.940909044,0.943491623,0.922140949,0.931719004,0.941628264
cnn_epoch_4_language_256_cnode_128,0.869007039,0.864107486,0.856866433,0.87855307,0.804914414,0.828650266,0.864107486
cnn_epoch_4_language_256_cnode_128,0.861294637,0.85950096,0.860023218,0.852874318,0.85816275,0.855119791,0.85950096
cnn_epoch_4_language_256_cnode_128,0.81492805,0.815355086,0.813226658,0.814096543,0.799907696,0.8049379,0.815355086
cnn_epoch_4_language_256_cnode_128,0.904862225,0.905566219,0.905124338,0.889213033,0.881994909,0.885479035,0.905566219
cnn_epoch_4_language_256_cnode_128,0.879905576,0.877927063,0.878780207,0.838389776,0.847985289,0.842976626,0.877927063
cnn_epoch_4_language_256_cnode_128,0.95263239,0.952783109,0.952705454,0.906286163,0.903622117,0.904947342,0.952783109
cnn_epoch_4_language_256_cnode_128,0.928033582,0.928214971,0.927923559,0.926428041,0.919557968,0.922764775,0.928214971
cnn_epoch_4_language_256_cnode_128,0.917356161,0.913627639,0.91037973,0.9284,0.868165454,0.89113919,0.913627639
cnn_epoch_4_language_256_cnode_128,0.901943158,0.892514395,0.888003242,0.917334226,0.852105755,0.873275652,0.892514395
cnn_epoch_4_language_256_cnode_128,0.948410572,0.948540707,0.948459811,0.942424358,0.939651012,0.941017418,0.948540707
cnn_epoch_4_language_256_cnode_256,0.878732438,0.874856046,0.869099935,0.887194101,0.821441751,0.843970247,0.874856046
cnn_epoch_4_language_256_cnode_256,0.861315015,0.861804223,0.861049801,0.859314788,0.851548849,0.854880581,0.861804223
cnn_epoch_4_language_256_cnode_256,0.818615022,0.818426104,0.815902285,0.818931428,0.801625054,0.807448375,0.818426104
cnn_epoch_4_language_256_cnode_256,0.902451857,0.903646833,0.902141386,0.893951595,0.870053064,0.8807239,0.903646833
cnn_epoch_4_language_256_cnode_256,0.874497304,0.873320537,0.873859957,0.833343163,0.839069984,0.836130542,0.873320537
cnn_epoch_4_language_256_cnode_256,0.949291333,0.948560461,0.948890706,0.893105559,0.903332348,0.898115545,0.948560461
cnn_epoch_4_language_256_cnode_256,0.920471861,0.917850288,0.918398007,0.90886963,0.919930785,0.913549955,0.917850288
cnn_epoch_4_language_256_cnode_256,0.919385218,0.917082534,0.914462587,0.927265688,0.876280935,0.896530114,0.917082534
cnn_epoch_4_language_256_cnode_256,0.901043135,0.899808061,0.897808983,0.904705929,0.873559597,0.885951851,0.899808061
cnn_epoch_4_language_256_cnode_256,0.943675252,0.943932412,0.943660578,0.939732143,0.931284898,0.935324334,0.943932412
cnn_epoch_4_language_512_cnode_64,0.875573563,0.876007678,0.872516059,0.874161941,0.834121221,0.849808498,0.876007678
cnn_epoch_4_language_512_cnode_64,0.863925584,0.860268714,0.861061819,0.853625401,0.861756269,0.856593996,0.860268714
cnn_epoch_4_language_512_cnode_64,0.808885878,0.8,0.792472682,0.816003495,0.771157359,0.780413869,0.8
cnn_epoch_4_language_512_cnode_64,0.9120049,0.912859885,0.911458462,0.906081073,0.880745515,0.892038744,0.912859885
cnn_epoch_4_language_512_cnode_64,0.870192636,0.864491363,0.866617979,0.819644023,0.840379746,0.828907985,0.864491363
cnn_epoch_4_language_512_cnode_64,0.950822539,0.951631478,0.951142228,0.909364432,0.893128326,0.900994071,0.951631478
cnn_epoch_4_language_512_cnode_64,0.92798644,0.927831094,0.927301362,0.928781377,0.91636621,0.921879885,0.927831094
cnn_epoch_4_language_512_cnode_64,0.932987732,0.933205374,0.932331325,0.931366616,0.909345998,0.919310564,0.933205374
cnn_epoch_4_language_512_cnode_64,0.909511916,0.904414587,0.901511917,0.920216305,0.871829172,0.8893207,0.904414587
cnn_epoch_4_language_512_cnode_64,0.950076805,0.950076805,0.950076805,0.942956476,0.942956476,0.942956476,0.950076805
cnn_epoch_4_language_512_cnode_128,0.887161784,0.887523992,0.884814539,0.885817049,0.850252748,0.864696315,0.887523992
cnn_epoch_4_language_512_cnode_128,0.850420868,0.841074856,0.842415491,0.835974441,0.847553123,0.838270967,0.841074856
cnn_epoch_4_language_512_cnode_128,0.809902417,0.808445298,0.804683891,0.811768621,0.7880805,0.795049057,0.808445298
cnn_epoch_4_language_512_cnode_128,0.904400256,0.905566219,0.904366851,0.894367331,0.874815495,0.88372612,0.905566219
cnn_epoch_4_language_512_cnode_128,0.876352666,0.872552783,0.874053784,0.830352164,0.846298672,0.837712247,0.872552783
cnn_epoch_4_language_512_cnode_128,0.956057214,0.957005758,0.956317881,0.924806067,0.898456535,0.910991685,0.957005758
cnn_epoch_4_language_512_cnode_128,0.927565639,0.926679463,0.925880453,0.930754902,0.912354884,0.920129339,0.926679463
cnn_epoch_4_language_512_cnode_128,0.923368653,0.923992322,0.923278078,0.917050881,0.901657264,0.90880748,0.923992322
cnn_epoch_4_language_512_cnode_128,0.892509405,0.880230326,0.874219791,0.910047721,0.834348922,0.857049991,0.880230326
cnn_epoch_4_language_512_cnode_128,0.946392276,0.946620584,0.946352788,0.943004478,0.934201445,0.938405303,0.946620584
cnn_epoch_4_language_512_cnode_256,0.865204903,0.860268714,0.852579508,0.874589634,0.799537239,0.823341923,0.860268714
cnn_epoch_4_language_512_cnode_256,0.849809452,0.84452975,0.845573645,0.837965166,0.847183693,0.840889976,0.84452975
cnn_epoch_4_language_512_cnode_256,0.816636061,0.813819578,0.809633323,0.819894746,0.792181721,0.79994629,0.813819578
cnn_epoch_4_language_512_cnode_256,0.904821509,0.905950096,0.904523514,0.896573551,0.873198506,0.883671972,0.905950096
cnn_epoch_4_language_512_cnode_256,0.887698688,0.886372361,0.886960707,0.849747636,0.857067871,0.853291262,0.886372361
cnn_epoch_4_language_512_cnode_256,0.943772633,0.941266795,0.942269458,0.87372307,0.900153755,0.886211448,0.941266795
cnn_epoch_4_language_512_cnode_256,0.93040909,0.928982726,0.928090085,0.934944374,0.913577159,0.922413584,0.928982726
cnn_epoch_4_language_512_cnode_256,0.920994934,0.919001919,0.916585569,0.928154238,0.879773383,0.899225548,0.919001919
cnn_epoch_4_language_512_cnode_256,0.917071742,0.914011516,0.911994086,0.924997725,0.886762135,0.901543794,0.914011516
cnn_epoch_4_language_512_cnode_256,0.948501588,0.948156682,0.947546993,0.950800961,0.93006557,0.939417805,0.948156682
cnn_epoch_4_language_128_cnode_64,0.878790695,0.874088292,0.867950209,0.88860124,0.818959038,0.842338652,0.874088292
cnn_epoch_4_language_128_cnode_64,0.861085624,0.857581574,0.858368906,0.850875548,0.858730374,0.853780661,0.857581574
cnn_epoch_4_language_128_cnode_64,0.820399,0.814971209,0.809759688,0.825726687,0.790670569,0.799528874,0.814971209
cnn_epoch_4_language_128_cnode_64,0.898432798,0.899424184,0.898748714,0.882876787,0.87272538,0.877550852,0.899424184
cnn_epoch_4_language_128_cnode_64,0.874513189,0.8756238,0.875006047,0.839556712,0.832876493,0.836118477,0.8756238
cnn_epoch_4_language_128_cnode_64,0.941779526,0.941650672,0.941714128,0.882345564,0.884012419,0.883176136,0.941650672
cnn_epoch_4_language_128_cnode_64,0.929275002,0.928598848,0.928808182,0.921893657,0.926871166,0.924237733,0.928598848
cnn_epoch_4_language_128_cnode_64,0.909956352,0.90671785,0.903159955,0.919437862,0.859672881,0.88232673,0.90671785
cnn_epoch_4_language_128_cnode_64,0.888459216,0.884452975,0.880800512,0.896608034,0.849164129,0.865942064,0.884452975
cnn_epoch_4_language_128_cnode_64,0.941560464,0.941628264,0.941591865,0.93376345,0.932682845,0.933219955,0.941628264
cnn_epoch_4_language_128_cnode_128,0.876636164,0.876775432,0.873133408,0.876201299,0.834045248,0.850388849,0.876775432
cnn_epoch_4_language_128_cnode_128,0.85613843,0.854126679,0.854703622,0.847345693,0.852887497,0.84966035,0.854126679
cnn_epoch_4_language_128_cnode_128,0.805412781,0.804222649,0.800405426,0.806945236,0.783783141,0.79057505,0.804222649
cnn_epoch_4_language_128_cnode_128,0.902039382,0.903262956,0.902077045,0.891159772,0.87242578,0.880987604,0.903262956
cnn_epoch_4_language_128_cnode_128,0.874162373,0.874856046,0.874486901,0.837773466,0.833811323,0.835757431,0.874856046
cnn_epoch_4_language_128_cnode_128,0.947770468,0.948560461,0.948099492,0.902222443,0.888057363,0.894943997,0.948560461
cnn_epoch_4_language_128_cnode_128,0.923431165,0.923608445,0.923487296,0.919560537,0.916907346,0.918197132,0.923608445
cnn_epoch_4_language_128_cnode_128,0.911425051,0.909021113,0.90588875,0.919082877,0.864848705,0.885932244,0.909021113
cnn_epoch_4_language_128_cnode_128,0.901076647,0.896737044,0.893643606,0.910289409,0.863653245,0.880509172,0.896737044
cnn_epoch_4_language_128_cnode_128,0.93776103,0.937788018,0.937113985,0.937567048,0.918993208,0.927424749,0.937788018
cnn_epoch_4_language_128_cnode_256,0.865660195,0.86756238,0.865647782,0.854587601,0.834637097,0.843358085,0.86756238
cnn_epoch_4_language_128_cnode_256,0.86442315,0.864491363,0.863344252,0.864233128,0.852089822,0.856953208,0.864491363
cnn_epoch_4_language_128_cnode_256,0.802717777,0.803838772,0.802695144,0.798826791,0.791933421,0.794756049,0.803838772
cnn_epoch_4_language_128_cnode_256,0.901255366,0.90134357,0.898501483,0.900890585,0.85708316,0.874993675,0.90134357
cnn_epoch_4_language_128_cnode_256,0.867651577,0.85950096,0.862335113,0.813068453,0.839436072,0.824375553,0.85950096
cnn_epoch_4_language_128_cnode_256,0.941262398,0.938579655,0.939658254,0.868473245,0.89530751,0.88112839,0.938579655
cnn_epoch_4_language_128_cnode_256,0.921349742,0.920921305,0.92107865,0.914334093,0.917645116,0.915925613,0.920921305
cnn_epoch_4_language_128_cnode_256,0.912060662,0.910556622,0.907843493,0.917387907,0.869471737,0.88862392,0.910556622
cnn_epoch_4_language_128_cnode_256,0.877907184,0.86756238,0.860949302,0.89273728,0.820569575,0.841988557,0.86756238
cnn_epoch_4_language_128_cnode_256,0.940680392,0.940860215,0.940369064,0.939026022,0.92467397,0.931331889,0.940860215
ada_0_0_,0.822304276,0.803454894,0.808380658,0.774257785,0.803389657,0.783269418,0.803454894
ada_0_0_,0.861300504,0.85681382,0.85870259,0.797617055,0.813754034,0.805084632,0.85681382
ada_0_0_,0.839531176,0.846833013,0.841223277,0.792538159,0.752507879,0.769017225,0.846833013
ada_0_0_,0.804831943,0.803838772,0.80429946,0.779798176,0.782439153,0.781075336,0.803838772
ada_0_0_,0.798663954,0.796928983,0.797759339,0.733806634,0.737662515,0.735678024,0.796928983
ada_0_0_,0.760159475,0.758925144,0.759112561,0.758696196,0.759502372,0.758668201,0.758925144
ada_0_0_,0.834800947,0.831861804,0.833137092,0.790443101,0.799392953,0.794643551,0.831861804
ada_0_0_,0.809780508,0.778502879,0.784657781,0.76080775,0.791932294,0.76538378,0.778502879
ada_0_0_,0.83761666,0.807677543,0.814401354,0.776315465,0.818372456,0.786866966,0.807677543
ada_0_0_,0.834119246,0.793010753,0.801342932,0.765056977,0.812349687,0.77334681,0.793010753
svm_0_0_,0.803034342,0.785796545,0.790800572,0.75460201,0.779692295,0.762681353,0.785796545
svm_0_0_,0.829687806,0.834165067,0.83151962,0.769804439,0.753111431,0.760753913,0.834165067
svm_0_0_,0.805776668,0.795009597,0.799510375,0.715858805,0.735716172,0.724336658,0.795009597
svm_0_0_,0.779792777,0.77428023,0.776398939,0.747872152,0.757365354,0.751861999,0.77428023
svm_0_0_,0.743663735,0.761996161,0.748532709,0.679651332,0.642898752,0.654510466,0.761996161
svm_0_0_,0.713563187,0.710940499,0.707906835,0.71452223,0.705649091,0.705688184,0.710940499
svm_0_0_,0.799095556,0.8,0.799532126,0.751941151,0.749594546,0.750745676,0.8
svm_0_0_,0.790119039,0.738195777,0.746314371,0.732532578,0.764141109,0.728306216,0.738195777
svm_0_0_,0.810907032,0.780038388,0.78769284,0.747218277,0.784652093,0.756107225,0.780038388
svm_0_0_,0.814598746,0.778033794,0.786509679,0.746692407,0.788119288,0.755027822,0.778033794
mlp_epoch_4_language_256_contents_node_64,0.9344444444444445,0.9666666666666667,0.9502824858757061,0.48333333333333334,0.5,0.4915254237288135,0.9666666666666667
mlp_epoch_4_language_256_contents_node_64,0.9344444444444445,0.9666666666666667,0.9502824858757061,0.48333333333333334,0.5,0.4915254237288135,0.9666666666666667
mlp_epoch_4_language_256_contents_node_64,0.9344444444444445,0.9666666666666667,0.9502824858757061,0.48333333333333334,0.5,0.4915254237288135,0.9666666666666667
